asset,train_total_delta_pct,recent_total_delta_pct,train_dd_worsen_pct,downside_dd_worsen_pct,train_triggers,score,passed_filters,profile,decision_date,next_date_exclusive,probation_delta_pct,suspended,reentry_blocked,persistence_passes,persistence_ok,core_asset_today,core_is_bnb,required_recent_delta_pct,promotion_ok,suspended_until_rebalance_idx,reentry_blocked_until_rebalance_idx,incumbent_asset_before,selected_asset,keep_reason,dropped_assets
APT,36.55995238051048,0.0,2.4868995751603507e-14,0.0,10,-1e+18,False,phase67h_keep_all_67f_main,2025-08-23,2025-08-30,0.0,False,False,0,False,0.0511070410817724,False,2.0,False,285,-1,,,best_passed,
XTZ,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_keep_all_67f_main,2025-08-23,2025-08-30,0.0,False,False,0,False,0.0511070410817724,False,2.0,False,261,127,,,best_passed,
DOGE,261.94599419071847,-2.140091953241118,-0.8564418606523105,-7.480220200277909,30,-1e+18,False,phase67h_keep_all_67f_main,2025-08-23,2025-08-30,-2.1923196668586655,True,False,0,False,0.0511070410817724,False,2.0,False,332,294,,,best_passed,
ICP,-70.53152325960303,-15.23858055444951,-1.0658141036401503e-14,-5.606431848157534,6,-1e+18,False,phase67h_keep_all_67f_main,2025-08-23,2025-08-30,-15.610469351064097,True,False,0,False,0.0511070410817724,False,2.0,False,332,242,,,best_passed,
NEO,-78.09427976430788,-17.073329392705716,-0.17041961001213934,-6.7941979496377165,5,-1e+18,False,phase67h_keep_all_67f_main,2025-08-23,2025-08-30,-17.489994179781746,True,False,0,False,0.0511070410817724,False,2.0,False,332,241,,,best_passed,
STX,-198.15657756945444,-18.242561641966958,-0.9273485157416523,-7.5511268553672615,23,-1e+18,False,phase67h_keep_all_67f_main,2025-08-23,2025-08-30,-18.687760869805793,True,False,0,False,0.0511070410817724,False,2.0,False,332,256,,,best_passed,
BCH,-181.45627280417585,-25.220496949182024,1.0658141036401503e-14,0.6179463023113225,68,-1e+18,False,phase67h_keep_all_67f_main,2025-08-23,2025-08-30,-30.901394638808014,True,False,0,False,0.0511070410817724,False,2.0,False,330,-1,,,best_passed,
APT,33.58997011878233,0.0,2.4868995751603507e-14,0.0,10,-1e+18,False,phase67h_keep_all_67f_main,2025-08-30,2025-09-06,0.0,False,False,0,False,0.0067031321516768,False,2.0,False,285,-1,,,best_passed,
XTZ,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_keep_all_67f_main,2025-08-30,2025-09-06,0.0,False,False,0,False,0.0067031321516768,False,2.0,False,261,127,,,best_passed,
BCH,-185.44063318735516,-6.637025420677167,1.0658141036401503e-14,-0.8751031795533599,70,-1e+18,False,phase67h_keep_all_67f_main,2025-08-30,2025-09-06,-7.040102356685862,True,False,0,False,0.0067031321516768,False,2.0,False,330,-1,,,best_passed,
ICP,-64.80182835208569,-11.214505160882183,-1.0658141036401503e-14,-5.6064318481575235,6,-1e+18,False,phase67h_keep_all_67f_main,2025-08-30,2025-09-06,-11.895579602004592,True,False,0,False,0.0067031321516768,False,2.0,False,332,242,,,best_passed,
DOGE,240.66656395021568,-13.344614173165182,-0.8564418606523105,-7.480220200277941,30,-1e+18,False,phase67h_keep_all_67f_main,2025-08-30,2025-09-06,-1.6706040365390917,True,False,0,False,0.0067031321516768,False,2.0,False,332,294,,,best_passed,
STX,-182.05914083592705,-13.425220344542899,-0.9273485157416523,-7.551126855367286,23,-1e+18,False,phase67h_keep_all_67f_main,2025-08-30,2025-09-06,-14.240554976961528,True,False,0,False,0.0067031321516768,False,2.0,False,332,256,,,best_passed,
NEO,-130.63751805296624,-22.876970907136762,-0.24627958728037314,-6.870057926905972,8,-1e+18,False,phase67h_keep_all_67f_main,2025-08-30,2025-09-06,-24.26632513646999,True,False,0,False,0.0067031321516768,False,2.0,False,332,241,,,best_passed,
DOGE,237.6691625187779,0.0,-0.8564418606523105,0.0,30,-1e+18,False,phase67h_keep_all_67f_main,2025-09-06,2025-09-13,1.5522358523605506,True,False,0,False,0.0283335662750194,False,2.0,False,332,294,,,best_passed,
APT,33.171621084901574,0.0,2.4868995751603507e-14,0.0,10,-1e+18,False,phase67h_keep_all_67f_main,2025-09-06,2025-09-13,0.0,False,False,0,False,0.0283335662750194,False,2.0,False,285,-1,,,best_passed,
XTZ,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_keep_all_67f_main,2025-09-06,2025-09-13,0.0,False,False,0,False,0.0283335662750194,False,2.0,False,261,127,,,best_passed,
ICP,-63.994748673570484,0.0,-1.0658141036401503e-14,0.0,6,-1e+18,False,phase67h_keep_all_67f_main,2025-09-06,2025-09-13,2.004895192491052,True,False,0,False,0.0283335662750194,False,2.0,False,332,242,,,best_passed,
STX,-179.79167035564552,0.0,-0.9273485157416523,0.0,23,-1e+18,False,phase67h_keep_all_67f_main,2025-09-06,2025-09-13,3.475663028111309,True,False,0,False,0.0283335662750194,False,2.0,False,332,256,,,best_passed,
BCH,-183.13104763363674,-6.49109778195851,1.0658141036401503e-14,-3.858611116251076,70,-1e+18,False,phase67h_keep_all_67f_main,2025-09-06,2025-09-13,-6.6201195378367546,True,False,0,False,0.0283335662750194,False,2.0,False,334,-1,,,best_passed,
NEO,-157.36587078898333,-17.101621254435894,-7.835796690066598,-13.618014876733664,11,-1e+18,False,phase67h_keep_all_67f_main,2025-09-06,2025-09-13,-17.419515232900295,True,False,0,False,0.0283335662750194,False,2.0,False,332,241,,,best_passed,
DOGE,276.15002861886217,0.0,-0.8564418606523105,0.0,30,-1e+18,False,phase67h_keep_all_67f_main,2025-09-13,2025-09-20,0.0,True,False,0,False,0.0495552932010943,False,2.0,False,332,294,,,best_passed,
APT,38.54241759784827,0.0,2.4868995751603507e-14,0.0,10,-1e+18,False,phase67h_keep_all_67f_main,2025-09-13,2025-09-20,0.0,False,False,0,False,0.0495552932010943,False,2.0,False,285,-1,,,best_passed,
XTZ,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_keep_all_67f_main,2025-09-13,2025-09-20,0.0,False,False,0,False,0.0495552932010943,False,2.0,False,261,127,,,best_passed,
ICP,-74.35609857996263,0.0,-1.0658141036401503e-14,0.0,6,-1e+18,False,phase67h_keep_all_67f_main,2025-09-13,2025-09-20,0.0,True,False,0,False,0.0495552932010943,False,2.0,False,332,242,,,best_passed,
STX,-208.90162774155357,0.0,-0.9273485157416523,0.0,23,-1e+18,False,phase67h_keep_all_67f_main,2025-09-13,2025-09-20,0.0,True,False,0,False,0.0495552932010943,False,2.0,False,332,256,,,best_passed,
BCH,-212.7816815150993,-7.956552348401802,1.0658141036401503e-14,-3.8586111162510424,70,-1e+18,False,phase67h_keep_all_67f_main,2025-09-13,2025-09-20,-8.214068569138156,True,False,0,False,0.0495552932010943,False,2.0,False,334,-1,,,best_passed,
NEO,-182.8448809322349,-20.962547372442366,-7.835796690066598,-13.61801487673363,11,-1e+18,False,phase67h_keep_all_67f_main,2025-09-13,2025-09-20,-21.641006551742947,True,False,0,False,0.0495552932010943,False,2.0,False,332,241,,,best_passed,
APT,40.44600560443587,0.0,2.4868995751603507e-14,0.0,10,-1e+18,False,phase67h_keep_all_67f_main,2025-09-20,2025-09-27,0.0,False,False,0,False,0.0778192670874308,False,2.0,False,285,-1,,,best_passed,
XTZ,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_keep_all_67f_main,2025-09-20,2025-09-27,0.0,False,False,0,False,0.0778192670874308,False,2.0,False,261,127,,,best_passed,
ICP,-78.02850384914711,0.0,-1.0658141036401503e-14,0.0,6,-1e+18,False,phase67h_keep_all_67f_main,2025-09-20,2025-09-27,0.0,False,False,0,False,0.0778192670874308,False,2.0,False,332,242,,,best_passed,
STX,-219.21915990247362,0.0,-0.9273485157416523,0.0,23,-1e+18,False,phase67h_keep_all_67f_main,2025-09-20,2025-09-27,0.0,False,False,0,False,0.0778192670874308,False,2.0,False,332,256,,,best_passed,
BCH,-223.29084731730518,-8.116423089404034,1.0658141036401503e-14,-3.8586111162510868,70,-1e+18,False,phase67h_keep_all_67f_main,2025-09-20,2025-09-27,-8.524920541942052,True,False,0,False,0.0778192670874308,False,2.0,False,334,-1,,,best_passed,
DOGE,147.8929652552897,-17.877870624350088,-0.8564418606523105,0.0,36,-1e+18,False,phase67h_keep_all_67f_main,2025-09-20,2025-09-27,-18.77765917977721,True,False,0,False,0.0778192670874308,False,2.0,False,336,294,,,best_passed,
NEO,-191.87548524045917,-21.38374713774018,-7.835796690066598,-13.618014876733653,11,-1e+18,False,phase67h_keep_all_67f_main,2025-09-20,2025-09-27,-22.45998554168525,True,False,0,False,0.0778192670874308,False,2.0,False,336,241,,,best_passed,
APT,50.62147265577789,0.0,-3.197442310920451e-14,0.0,8,-1e+18,False,phase67h_keep_all_67f_main,2025-09-27,2025-10-04,0.0,False,False,0,False,0.0,False,2.0,False,285,-1,,,best_passed,
XTZ,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_keep_all_67f_main,2025-09-27,2025-10-04,0.0,False,False,0,False,0.0,False,2.0,False,261,127,,,best_passed,
ICP,-83.7019712762725,0.0,-2.1316282072803006e-14,0.0,5,-1e+18,False,phase67h_keep_all_67f_main,2025-09-27,2025-10-04,0.0,False,False,0,False,0.0,False,2.0,False,332,242,,,best_passed,
STX,-208.30522789022285,0.0,-0.927348515741734,0.0,22,-1e+18,False,phase67h_keep_all_67f_main,2025-09-27,2025-10-04,0.0,False,False,0,False,0.0,False,2.0,False,332,256,,,best_passed,
BCH,-223.15728868692042,-9.246661495903343,-3.197442310920451e-14,-5.1087887682154225,70,-1e+18,False,phase67h_keep_all_67f_main,2025-09-27,2025-10-04,-7.870991899777625,True,False,0,False,0.0,False,2.0,False,334,-1,,,best_passed,
NEO,-191.76071731637694,-21.345251311681192,-7.835796690066676,-14.868192528698064,11,-1e+18,False,phase67h_keep_all_67f_main,2025-09-27,2025-10-04,-20.73712750728527,True,False,0,False,0.0,False,2.0,False,336,241,,,best_passed,
DOGE,16.10131033838286,-34.41938301822781,-5.968359746689909,-13.842315738279876,39,-1e+18,False,phase67h_keep_all_67f_main,2025-09-27,2025-10-04,-33.43877867488382,True,False,0,False,0.0,False,2.0,False,336,294,,,best_passed,
XTZ,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_keep_all_67f_main,2025-10-04,2025-10-11,0.0,False,False,0,False,0.033796180846248,False,2.0,False,261,127,,,best_passed,
APT,-1.0231815394945443e-12,0.0,-3.552713678800501e-14,0.0,1,-1e+18,False,phase67h_keep_all_67f_main,2025-10-04,2025-10-11,0.0,False,False,0,False,0.033796180846248,False,2.0,False,285,-1,,,best_passed,
ICP,-91.02401573599195,0.0,0.0,0.0,3,-1e+18,False,phase67h_keep_all_67f_main,2025-10-04,2025-10-11,0.0,False,False,0,False,0.033796180846248,False,2.0,False,332,242,,,best_passed,
STX,-197.42856216842551,0.0,-0.9273485157417127,0.0,15,-1e+18,False,phase67h_keep_all_67f_main,2025-10-04,2025-10-11,0.0,False,False,0,False,0.033796180846248,False,2.0,False,332,256,,,best_passed,
BCH,-263.5793465738517,-16.41896697523326,-4.618527782440651e-14,-6.161656201328093,70,-1e+18,False,phase67h_keep_all_67f_main,2025-10-04,2025-10-11,-7.695997239729515,True,False,0,False,0.033796180846248,False,2.0,False,338,-1,,,best_passed,
NEO,-226.49569219177317,-24.731085171571277,-7.835796690066623,-11.679440935230001,11,-1e+18,False,phase67h_keep_all_67f_main,2025-10-04,2025-10-11,-22.397788174866417,True,False,0,False,0.033796180846248,False,2.0,False,336,241,,,best_passed,
DOGE,19.017854549789945,-39.879066334107335,-5.968359746689902,-18.174661159899653,39,-1e+18,False,phase67h_keep_all_67f_main,2025-10-04,2025-10-11,-36.116606859998654,True,False,0,False,0.033796180846248,False,2.0,False,336,294,,,best_passed,
APT,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_keep_all_67f_main,2025-10-11,2025-10-18,0.0,False,False,0,False,0.0567503628578411,False,2.0,False,285,-1,,,best_passed,
XTZ,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_keep_all_67f_main,2025-10-11,2025-10-18,0.0,False,False,0,False,0.0567503628578411,False,2.0,False,261,127,,,best_passed,
ICP,-86.28816986195318,0.0,0.0,0.0,3,-1e+18,False,phase67h_keep_all_67f_main,2025-10-11,2025-10-18,0.0,False,False,0,False,0.0567503628578411,False,2.0,False,332,242,,,best_passed,
STX,-132.24994978166387,0.0,-0.9273485157417234,0.0,10,-1e+18,False,phase67h_keep_all_67f_main,2025-10-11,2025-10-18,0.0,False,False,0,False,0.0567503628578411,False,2.0,False,332,256,,,best_passed,
BCH,-249.86570022612136,0.0,-4.618527782440651e-14,0.0,70,-1e+18,False,phase67h_keep_all_67f_main,2025-10-11,2025-10-18,0.0,True,False,0,False,0.0567503628578411,False,2.0,False,338,-1,,,best_passed,
NEO,-214.7114539258509,-6.323041592325396,-7.835796690066623,0.0,11,-1e+18,False,phase67h_keep_all_67f_main,2025-10-11,2025-10-18,-8.712834328922177,True,False,0,False,0.0567503628578411,False,2.0,False,336,241,,,best_passed,
DOGE,18.028383504435055,-38.34466535453771,-5.968359746689902,-9.245054670675888,39,-1e+18,False,phase67h_keep_all_67f_main,2025-10-11,2025-10-18,-37.942942418008684,True,False,0,False,0.0567503628578411,False,2.0,False,336,294,,,best_passed,
APT,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_keep_all_67f_main,2025-10-18,2025-10-25,0.0,False,False,0,False,CASH,False,2.0,False,285,-1,,,best_passed,
XTZ,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_keep_all_67f_main,2025-10-18,2025-10-25,0.0,False,False,0,False,CASH,False,2.0,False,261,127,,,best_passed,
ICP,-83.59916958326971,0.0,0.0,0.0,3,-1e+18,False,phase67h_keep_all_67f_main,2025-10-18,2025-10-25,0.0,False,False,0,False,CASH,False,2.0,False,332,242,,,best_passed,
STX,-132.97533386239138,0.0,-0.9273485157416879,0.0,6,-1e+18,False,phase67h_keep_all_67f_main,2025-10-18,2025-10-25,0.0,False,False,0,False,CASH,False,2.0,False,332,256,,,best_passed,
NEO,-208.0203958078394,0.0,-7.835796690066612,0.0,11,-1e+18,False,phase67h_keep_all_67f_main,2025-10-18,2025-10-25,0.0,False,False,0,False,CASH,False,2.0,False,336,241,,,best_passed,
BCH,-242.0791294990276,0.0,0.0,0.0,70,-1e+18,False,phase67h_keep_all_67f_main,2025-10-18,2025-10-25,0.0,True,False,0,False,CASH,False,2.0,False,338,-1,,,best_passed,
DOGE,-114.25885429948198,-36.30883664500227,-5.968359746689913,-9.245054670675902,36,-1e+18,False,phase67h_keep_all_67f_main,2025-10-18,2025-10-25,-38.2281914538819,True,False,0,False,CASH,False,2.0,False,340,294,,,best_passed,
APT,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_keep_all_67f_main,2025-10-25,2025-11-01,0.0,False,False,0,False,0.0,False,2.0,False,285,-1,,,best_passed,
XTZ,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_keep_all_67f_main,2025-10-25,2025-11-01,0.0,False,False,0,False,0.0,False,2.0,False,261,127,,,best_passed,
ICP,-83.22531994079691,0.0,0.0,0.0,3,-1e+18,False,phase67h_keep_all_67f_main,2025-10-25,2025-11-01,0.0,False,False,0,False,0.0,False,2.0,False,332,242,,,best_passed,
STX,-99.63152563767551,0.0,-0.9273485157416879,0.0,3,-1e+18,False,phase67h_keep_all_67f_main,2025-10-25,2025-11-01,0.0,False,False,0,False,0.0,False,2.0,False,332,256,,,best_passed,
NEO,-207.0901431392112,0.0,-7.8357966900665765,0.0,11,-1e+18,False,phase67h_keep_all_67f_main,2025-10-25,2025-11-01,0.0,False,False,0,False,0.0,False,2.0,False,336,241,,,best_passed,
BCH,-240.99656855416947,0.0,4.618527782440651e-14,0.0,70,-1e+18,False,phase67h_keep_all_67f_main,2025-10-25,2025-11-01,0.0,True,False,0,False,0.0,False,2.0,False,338,-1,,,best_passed,
DOGE,-79.68435888474608,-33.53412277228608,-5.968359746689909,-6.658267209927615,29,-1e+18,False,phase67h_keep_all_67f_main,2025-10-25,2025-11-01,-32.10044187819573,True,False,0,False,0.0,False,2.0,False,340,294,,,best_passed,
APT,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_keep_all_67f_main,2025-11-01,2025-11-08,0.0,False,False,0,False,0.0,False,2.0,False,285,-1,,,best_passed,
XTZ,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_keep_all_67f_main,2025-11-01,2025-11-08,0.0,False,False,0,False,0.0,False,2.0,False,261,127,,,best_passed,
ICP,-70.7806528845664,0.0,0.0,0.0,3,-1e+18,False,phase67h_keep_all_67f_main,2025-11-01,2025-11-08,0.0,False,False,0,False,0.0,False,2.0,False,332,242,,,best_passed,
STX,-84.73364160734525,0.0,-0.9273485157417092,0.0,3,-1e+18,False,phase67h_keep_all_67f_main,2025-11-01,2025-11-08,0.0,False,False,0,False,0.0,False,2.0,False,332,256,,,best_passed,
NEO,-176.12399144609913,0.0,-7.835796690066587,0.0,11,-1e+18,False,phase67h_keep_all_67f_main,2025-11-01,2025-11-08,0.0,False,False,0,False,0.0,False,2.0,False,336,241,,,best_passed,
BCH,-204.96039519389865,0.0,-1.0658141036401503e-14,0.0,70,-1e+18,False,phase67h_keep_all_67f_main,2025-11-01,2025-11-08,0.0,False,False,0,False,0.0,False,2.0,False,338,-1,,,best_passed,
DOGE,-60.19124764054129,-12.147086977081068,-5.9683597466898775,0.0,22,-1e+18,False,phase67h_keep_all_67f_main,2025-11-01,2025-11-08,-18.73436516417538,True,False,0,False,0.0,False,2.0,False,340,294,,,best_passed,
APT,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_keep_all_67f_main,2025-11-08,2025-11-15,0.0,False,False,0,False,CASH,False,2.0,False,285,-1,,,best_passed,
XTZ,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_keep_all_67f_main,2025-11-08,2025-11-15,0.0,False,False,0,False,CASH,False,2.0,False,261,127,,,best_passed,
ICP,-70.91391281559146,0.0,0.0,0.0,3,-1e+18,False,phase67h_keep_all_67f_main,2025-11-08,2025-11-15,0.0,False,False,0,False,CASH,False,2.0,False,332,242,,,best_passed,
STX,-84.89317106597332,0.0,-0.9273485157416523,0.0,3,-1e+18,False,phase67h_keep_all_67f_main,2025-11-08,2025-11-15,0.0,False,False,0,False,CASH,False,2.0,False,332,256,,,best_passed,
NEO,-176.45558306040942,0.0,-7.83579669006663,0.0,11,-1e+18,False,phase67h_keep_all_67f_main,2025-11-08,2025-11-15,0.0,False,False,0,False,CASH,False,2.0,False,336,241,,,best_passed,
DOGE,-185.51434960231728,0.0,-5.968359746689853,0.0,15,-1e+18,False,phase67h_keep_all_67f_main,2025-11-08,2025-11-15,0.0,True,False,0,False,CASH,False,2.0,False,340,294,,,best_passed,
BCH,-205.34627759273485,0.0,4.618527782440651e-14,0.0,70,-1e+18,False,phase67h_keep_all_67f_main,2025-11-08,2025-11-15,0.0,False,False,0,False,CASH,False,2.0,False,338,-1,,,best_passed,
APT,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_keep_all_67f_main,2025-11-15,2025-11-22,0.0,False,False,0,False,CASH,False,2.0,False,285,-1,,,best_passed,
XTZ,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_keep_all_67f_main,2025-11-15,2025-11-22,0.0,False,False,0,False,CASH,False,2.0,False,261,127,,,best_passed,
ICP,-60.21418523314179,0.0,0.0,0.0,3,-1e+18,False,phase67h_keep_all_67f_main,2025-11-15,2025-11-22,0.0,False,False,0,False,CASH,False,2.0,False,332,242,,,best_passed,
STX,-72.08420639386077,0.0,-0.9273485157417127,0.0,3,-1e+18,False,phase67h_keep_all_67f_main,2025-11-15,2025-11-22,0.0,False,False,0,False,CASH,False,2.0,False,332,256,,,best_passed,
BCH,-133.17969480406742,0.0,0.0,0.0,67,-1e+18,False,phase67h_keep_all_67f_main,2025-11-15,2025-11-22,0.0,False,False,0,False,CASH,False,2.0,False,338,-1,,,best_passed,
NEO,-149.83137641060216,0.0,-7.835796690066633,0.0,11,-1e+18,False,phase67h_keep_all_67f_main,2025-11-15,2025-11-22,0.0,False,False,0,False,CASH,False,2.0,False,336,241,,,best_passed,
DOGE,-157.52332605603658,0.0,-5.968359746689913,0.0,15,-1e+18,False,phase67h_keep_all_67f_main,2025-11-15,2025-11-22,0.0,False,False,0,False,CASH,False,2.0,False,340,294,,,best_passed,
APT,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_keep_all_67f_main,2025-11-22,2025-11-29,0.0,False,False,0,False,CASH,False,2.0,False,285,-1,,,best_passed,
XTZ,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_keep_all_67f_main,2025-11-22,2025-11-29,0.0,False,False,0,False,CASH,False,2.0,False,261,127,,,best_passed,
ICP,-55.42946644679262,0.0,0.0,0.0,3,-1e+18,False,phase67h_keep_all_67f_main,2025-11-22,2025-11-29,0.0,False,False,0,False,CASH,False,2.0,False,332,242,,,best_passed,
STX,-66.35627608646962,0.0,-0.9273485157416914,0.0,3,-1e+18,False,phase67h_keep_all_67f_main,2025-11-22,2025-11-29,0.0,False,False,0,False,CASH,False,2.0,False,332,256,,,best_passed,
BCH,-122.5970159017125,0.0,0.0,0.0,67,-1e+18,False,phase67h_keep_all_67f_main,2025-11-22,2025-11-29,0.0,False,False,0,False,CASH,False,2.0,False,338,-1,,,best_passed,
NEO,-137.92552733665758,0.0,-7.835796690066623,0.0,11,-1e+18,False,phase67h_keep_all_67f_main,2025-11-22,2025-11-29,0.0,False,False,0,False,CASH,False,2.0,False,336,241,,,best_passed,
DOGE,-145.00626193650686,0.0,-5.968359746689924,0.0,15,-1e+18,False,phase67h_keep_all_67f_main,2025-11-22,2025-11-29,0.0,False,False,0,False,CASH,False,2.0,False,340,294,,,best_passed,
APT,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_keep_all_67f_main,2025-11-29,2025-12-06,0.0,False,False,0,False,CASH,False,2.0,False,285,-1,,,best_passed,
XTZ,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_keep_all_67f_main,2025-11-29,2025-12-06,0.0,False,False,0,False,CASH,False,2.0,False,261,127,,,best_passed,
ICP,-55.828130147485524,0.0,0.0,0.0,3,-1e+18,False,phase67h_keep_all_67f_main,2025-11-29,2025-12-06,0.0,False,False,0,False,CASH,False,2.0,False,332,242,,,best_passed,
STX,-66.83352835470498,0.0,-0.9273485157416879,0.0,3,-1e+18,False,phase67h_keep_all_67f_main,2025-11-29,2025-12-06,0.0,False,False,0,False,CASH,False,2.0,False,332,256,,,best_passed,
BCH,-123.47876676792777,0.0,0.0,0.0,67,-1e+18,False,phase67h_keep_all_67f_main,2025-11-29,2025-12-06,0.0,False,False,0,False,CASH,False,2.0,False,338,-1,,,best_passed,
NEO,-138.91752499914304,0.0,-7.835796690066587,0.0,11,-1e+18,False,phase67h_keep_all_67f_main,2025-11-29,2025-12-06,0.0,False,False,0,False,CASH,False,2.0,False,336,241,,,best_passed,
DOGE,-146.049186155572,0.0,-5.9683597466898775,0.0,15,-1e+18,False,phase67h_keep_all_67f_main,2025-11-29,2025-12-06,0.0,False,False,0,False,CASH,False,2.0,False,340,294,,,best_passed,
APT,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_keep_all_67f_main,2025-12-06,2025-12-13,0.0,False,False,0,False,CASH,False,2.0,False,285,-1,,,best_passed,
XTZ,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_keep_all_67f_main,2025-12-06,2025-12-13,0.0,False,False,0,False,CASH,False,2.0,False,261,127,,,best_passed,
ICP,-24.16138551188594,0.0,0.0,0.0,3,-1e+18,False,phase67h_keep_all_67f_main,2025-12-06,2025-12-13,0.0,False,False,0,False,CASH,False,2.0,False,332,242,,,best_passed,
STX,-28.92431896665137,0.0,-0.927348515741734,0.0,3,-1e+18,False,phase67h_keep_all_67f_main,2025-12-06,2025-12-13,0.0,False,False,0,False,CASH,False,2.0,False,332,256,,,best_passed,
BCH,-53.43933387220059,0.0,0.0,0.0,67,-1e+18,False,phase67h_keep_all_67f_main,2025-12-06,2025-12-13,0.0,False,False,0,False,CASH,False,2.0,False,338,-1,,,best_passed,
NEO,-60.12094381442421,0.0,-7.835796690066644,0.0,11,-1e+18,False,phase67h_keep_all_67f_main,2025-12-06,2025-12-13,0.0,False,False,0,False,CASH,False,2.0,False,336,241,,,best_passed,
DOGE,-63.207395287640594,0.0,-5.968359746689913,0.0,15,-1e+18,False,phase67h_keep_all_67f_main,2025-12-06,2025-12-13,0.0,False,False,0,False,CASH,False,2.0,False,340,294,,,best_passed,
APT,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_keep_all_67f_main,2025-12-13,2025-12-20,0.0,False,False,0,False,CASH,False,2.0,False,285,-1,,,best_passed,
XTZ,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_keep_all_67f_main,2025-12-13,2025-12-20,0.0,False,False,0,False,CASH,False,2.0,False,261,127,,,best_passed,
ICP,-24.436375984738376,0.0,0.0,0.0,3,-1e+18,False,phase67h_keep_all_67f_main,2025-12-13,2025-12-20,0.0,False,False,0,False,CASH,False,2.0,False,332,242,,,best_passed,
STX,-29.253518306054517,0.0,-0.9273485157417234,0.0,3,-1e+18,False,phase67h_keep_all_67f_main,2025-12-13,2025-12-20,0.0,False,False,0,False,CASH,False,2.0,False,332,256,,,best_passed,
NEO,-60.80520452288967,0.0,-7.835796690066665,0.0,11,-1e+18,False,phase67h_keep_all_67f_main,2025-12-13,2025-12-20,0.0,False,False,0,False,CASH,False,2.0,False,336,241,,,best_passed,
DOGE,-63.92678414509561,0.0,-5.968359746689924,0.0,15,-1e+18,False,phase67h_keep_all_67f_main,2025-12-13,2025-12-20,0.0,False,False,0,False,CASH,False,2.0,False,340,294,,,best_passed,
BCH,-55.52149024999973,-0.8717948717948731,0.0,-2.119658119658119,71,-1e+18,False,phase67h_keep_all_67f_main,2025-12-13,2025-12-20,-0.8717948717948731,True,False,0,False,CASH,False,2.0,False,348,-1,,,best_passed,
APT,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_keep_all_67f_main,2025-12-20,2025-12-27,0.0,False,False,0,False,CASH,False,2.0,False,285,-1,,,best_passed,
XTZ,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_keep_all_67f_main,2025-12-20,2025-12-27,0.0,False,False,0,False,CASH,False,2.0,False,261,127,,,best_passed,
ICP,-27.616738120015228,0.0,0.0,0.0,3,-1e+18,False,phase67h_keep_all_67f_main,2025-12-20,2025-12-27,0.0,False,False,0,False,CASH,False,2.0,False,332,242,,,best_passed,
STX,-33.06082516703559,0.0,-0.9273485157417234,0.0,3,-1e+18,False,phase67h_keep_all_67f_main,2025-12-20,2025-12-27,0.0,False,False,0,False,CASH,False,2.0,False,332,256,,,best_passed,
NEO,-68.71892177020746,0.0,-7.835796690066612,0.0,11,-1e+18,False,phase67h_keep_all_67f_main,2025-12-20,2025-12-27,0.0,False,False,0,False,CASH,False,2.0,False,336,241,,,best_passed,
DOGE,-72.24677086702455,0.0,-5.968359746689924,0.0,15,-1e+18,False,phase67h_keep_all_67f_main,2025-12-20,2025-12-27,0.0,False,False,0,False,CASH,False,2.0,False,340,294,,,best_passed,
BCH,-83.08774600062308,-11.516993488188875,-5.218161389918187,-11.516993488188875,75,-1e+18,False,phase67h_keep_all_67f_main,2025-12-20,2025-12-27,-11.516993488188875,True,False,0,False,CASH,False,2.0,False,348,-1,,,best_passed,
APT,0.0,0.0,0.0,0.0,0,-1e+18,False,phase67h_keep_all_67f_main,2025-12-27,2026-01-03,0.0,False,False,0,False,CASH,False,2.0,False,285,-1,,,best_passed,
