ts,always_daily,phase20_btc_3d_neg_k05,phase23_btc1d_pos,phase23_btc2d_pos,phase23_breadth1d_50,phase23_breadth1d_60,phase23_btc1d_and_breadth50,phase23_btc1d_and_breadth60,phase23_btc2d_and_breadth50,phase23_btc1d_or_breadth60
2020-06-23 20:00:00,1.6722549659209405,1.6678197363525762,1.6333274173945498,1.7009766446762913,1.6478305322021993,1.674608973076501,1.6478305322021993,1.674608973076501,1.6384679609796733,1.6333274173945498
2020-06-24 00:00:00,1.6722549659209405,1.6678197363525762,1.6333274173945498,1.7009766446762913,1.6478305322021993,1.674608973076501,1.6478305322021993,1.674608973076501,1.6384679609796733,1.6333274173945498
2020-06-24 04:00:00,1.6722549659209405,1.6678197363525762,1.6333274173945498,1.7009766446762913,1.6478305322021993,1.674608973076501,1.6478305322021993,1.674608973076501,1.6384679609796733,1.6333274173945498
2020-06-24 08:00:00,1.6722549659209405,1.6678197363525762,1.6333274173945498,1.7009766446762913,1.6478305322021993,1.674608973076501,1.6478305322021993,1.674608973076501,1.6384679609796733,1.6333274173945498
2020-06-24 12:00:00,1.6722549659209405,1.6678197363525762,1.6333274173945498,1.7009766446762913,1.6478305322021993,1.674608973076501,1.6478305322021993,1.674608973076501,1.6384679609796733,1.6333274173945498
2020-06-24 16:00:00,1.6722549659209405,1.6678197363525762,1.6333274173945498,1.7009766446762913,1.6478305322021993,1.674608973076501,1.6478305322021993,1.674608973076501,1.6384679609796733,1.6333274173945498
2020-06-24 20:00:00,1.6722549659209405,1.6678197363525762,1.6333274173945498,1.7009766446762913,1.6478305322021993,1.674608973076501,1.6478305322021993,1.674608973076501,1.6384679609796733,1.6333274173945498
2020-06-25 00:00:00,1.6722549659209405,1.6678197363525762,1.6333274173945498,1.7009766446762913,1.6478305322021993,1.674608973076501,1.6478305322021993,1.674608973076501,1.6384679609796733,1.6333274173945498
2020-06-25 04:00:00,1.6722549659209405,1.6678197363525762,1.6333274173945498,1.7009766446762913,1.6478305322021993,1.674608973076501,1.6478305322021993,1.674608973076501,1.6384679609796733,1.6333274173945498
2020-06-25 08:00:00,1.6722549659209405,1.6678197363525762,1.6333274173945498,1.7009766446762913,1.6478305322021993,1.674608973076501,1.6478305322021993,1.674608973076501,1.6384679609796733,1.6333274173945498
2020-06-25 12:00:00,1.6722549659209405,1.6678197363525762,1.6333274173945498,1.7009766446762913,1.6478305322021993,1.674608973076501,1.6478305322021993,1.674608973076501,1.6384679609796733,1.6333274173945498
2020-06-25 16:00:00,1.6722549659209405,1.6678197363525762,1.6333274173945498,1.7009766446762913,1.6478305322021993,1.674608973076501,1.6478305322021993,1.674608973076501,1.6384679609796733,1.6333274173945498
2020-06-25 20:00:00,1.6722549659209405,1.6678197363525762,1.6333274173945498,1.7009766446762913,1.6478305322021993,1.674608973076501,1.6478305322021993,1.674608973076501,1.6384679609796733,1.6333274173945498
2020-06-26 00:00:00,1.6722549659209405,1.6678197363525762,1.6333274173945498,1.7009766446762913,1.6478305322021993,1.674608973076501,1.6478305322021993,1.674608973076501,1.6384679609796733,1.6333274173945498
2020-06-26 04:00:00,1.6722549659209405,1.6678197363525762,1.6333274173945498,1.7009766446762913,1.6478305322021993,1.674608973076501,1.6478305322021993,1.674608973076501,1.6384679609796733,1.6333274173945498
2020-06-26 08:00:00,1.6722549659209405,1.6678197363525762,1.6333274173945498,1.7009766446762913,1.6478305322021993,1.674608973076501,1.6478305322021993,1.674608973076501,1.6384679609796733,1.6333274173945498
2020-06-26 12:00:00,1.6722549659209405,1.6678197363525762,1.6333274173945498,1.7009766446762913,1.6478305322021993,1.674608973076501,1.6478305322021993,1.674608973076501,1.6384679609796733,1.6333274173945498
2020-06-26 16:00:00,1.6722549659209405,1.6678197363525762,1.6333274173945498,1.7009766446762913,1.6478305322021993,1.674608973076501,1.6478305322021993,1.674608973076501,1.6384679609796733,1.6333274173945498
2020-06-26 20:00:00,1.6722549659209405,1.6678197363525762,1.6333274173945498,1.7009766446762913,1.6478305322021993,1.674608973076501,1.6478305322021993,1.674608973076501,1.6384679609796733,1.6333274173945498
2020-06-27 00:00:00,1.6722549659209405,1.6678197363525762,1.6333274173945498,1.7009766446762913,1.6478305322021993,1.674608973076501,1.6478305322021993,1.674608973076501,1.6384679609796733,1.6333274173945498
2020-06-27 04:00:00,1.6722549659209405,1.6678197363525762,1.6333274173945498,1.7009766446762913,1.6478305322021993,1.674608973076501,1.6478305322021993,1.674608973076501,1.6384679609796733,1.6333274173945498
2020-06-27 08:00:00,1.6722549659209405,1.6678197363525762,1.6333274173945498,1.7009766446762913,1.6478305322021993,1.674608973076501,1.6478305322021993,1.674608973076501,1.6384679609796733,1.6333274173945498
2020-06-27 12:00:00,1.6722549659209405,1.6678197363525762,1.6333274173945498,1.7009766446762913,1.6478305322021993,1.674608973076501,1.6478305322021993,1.674608973076501,1.6384679609796733,1.6333274173945498
2020-06-27 16:00:00,1.6722549659209405,1.6678197363525762,1.6333274173945498,1.7009766446762913,1.6478305322021993,1.674608973076501,1.6478305322021993,1.674608973076501,1.6384679609796733,1.6333274173945498
2020-06-27 20:00:00,1.6722549659209405,1.6678197363525762,1.6333274173945498,1.7009766446762913,1.6478305322021993,1.674608973076501,1.6478305322021993,1.674608973076501,1.6384679609796733,1.6333274173945498
2020-06-28 00:00:00,1.6722549659209405,1.6678197363525762,1.6333274173945498,1.7009766446762913,1.6478305322021993,1.674608973076501,1.6478305322021993,1.674608973076501,1.6384679609796733,1.6333274173945498
2020-06-28 04:00:00,1.6722549659209405,1.6678197363525762,1.6333274173945498,1.7009766446762913,1.6478305322021993,1.674608973076501,1.6478305322021993,1.674608973076501,1.6384679609796733,1.6333274173945498
2020-06-28 08:00:00,1.6722549659209405,1.6678197363525762,1.6333274173945498,1.7009766446762913,1.6478305322021993,1.674608973076501,1.6478305322021993,1.674608973076501,1.6384679609796733,1.6333274173945498
2020-06-28 12:00:00,1.6722549659209405,1.6678197363525762,1.6333274173945498,1.7009766446762913,1.6478305322021993,1.674608973076501,1.6478305322021993,1.674608973076501,1.6384679609796733,1.6333274173945498
2020-06-28 16:00:00,1.6722549659209405,1.6678197363525762,1.6333274173945498,1.7009766446762913,1.6478305322021993,1.674608973076501,1.6478305322021993,1.674608973076501,1.6384679609796733,1.6333274173945498
2020-06-28 20:00:00,1.6722549659209405,1.6678197363525762,1.6333274173945498,1.7009766446762913,1.6478305322021993,1.674608973076501,1.6478305322021993,1.674608973076501,1.6384679609796733,1.6333274173945498
2020-06-29 00:00:00,1.6722549659209405,1.6678197363525762,1.6333274173945498,1.7009766446762913,1.6478305322021993,1.674608973076501,1.6478305322021993,1.674608973076501,1.6384679609796733,1.6333274173945498
2020-06-29 04:00:00,1.6722549659209405,1.6678197363525762,1.6333274173945498,1.7009766446762913,1.6478305322021993,1.674608973076501,1.6478305322021993,1.674608973076501,1.6384679609796733,1.6333274173945498
2020-06-29 08:00:00,1.6722549659209405,1.6678197363525762,1.6333274173945498,1.7009766446762913,1.6478305322021993,1.674608973076501,1.6478305322021993,1.674608973076501,1.6384679609796733,1.6333274173945498
2020-06-29 12:00:00,1.6722549659209405,1.6678197363525762,1.6333274173945498,1.7009766446762913,1.6478305322021993,1.674608973076501,1.6478305322021993,1.674608973076501,1.6384679609796733,1.6333274173945498
2020-06-29 16:00:00,1.6722549659209405,1.6678197363525762,1.6333274173945498,1.7009766446762913,1.6478305322021993,1.674608973076501,1.6478305322021993,1.674608973076501,1.6384679609796733,1.6333274173945498
2020-06-29 20:00:00,1.6722549659209405,1.6678197363525762,1.6333274173945498,1.7009766446762913,1.6478305322021993,1.674608973076501,1.6478305322021993,1.674608973076501,1.6384679609796733,1.6333274173945498
2020-06-30 00:00:00,1.6722549659209405,1.6678197363525762,1.6333274173945498,1.7009766446762913,1.6478305322021993,1.674608973076501,1.6478305322021993,1.674608973076501,1.6384679609796733,1.6333274173945498
2020-06-30 04:00:00,1.6722549659209405,1.6678197363525762,1.6333274173945498,1.7009766446762913,1.6478305322021993,1.674608973076501,1.6478305322021993,1.674608973076501,1.6384679609796733,1.6333274173945498
2020-06-30 08:00:00,1.6722549659209405,1.6678197363525762,1.6333274173945498,1.7009766446762913,1.6478305322021993,1.674608973076501,1.6478305322021993,1.674608973076501,1.6384679609796733,1.6333274173945498
2020-06-30 12:00:00,1.6722549659209405,1.6678197363525762,1.6333274173945498,1.7009766446762913,1.6478305322021993,1.674608973076501,1.6478305322021993,1.674608973076501,1.6384679609796733,1.6333274173945498
2020-06-30 16:00:00,1.6722549659209405,1.6678197363525762,1.6333274173945498,1.7009766446762913,1.6478305322021993,1.674608973076501,1.6478305322021993,1.674608973076501,1.6384679609796733,1.6333274173945498
2020-06-30 20:00:00,1.6722549659209405,1.6678197363525762,1.6333274173945498,1.7009766446762913,1.6478305322021993,1.674608973076501,1.6478305322021993,1.674608973076501,1.6384679609796733,1.6333274173945498
2020-07-01 00:00:00,1.6722549659209405,1.6678197363525762,1.6333274173945498,1.7009766446762913,1.6478305322021993,1.674608973076501,1.6478305322021993,1.674608973076501,1.6384679609796733,1.6333274173945498
2020-07-01 04:00:00,1.6722549659209405,1.6678197363525762,1.6333274173945498,1.7009766446762913,1.6478305322021993,1.674608973076501,1.6478305322021993,1.674608973076501,1.6384679609796733,1.6333274173945498
2020-07-01 08:00:00,1.6722549659209405,1.6678197363525762,1.6333274173945498,1.7009766446762913,1.6478305322021993,1.674608973076501,1.6478305322021993,1.674608973076501,1.6384679609796733,1.6333274173945498
2020-07-01 12:00:00,1.6722549659209405,1.6678197363525762,1.6333274173945498,1.7009766446762913,1.6478305322021993,1.674608973076501,1.6478305322021993,1.674608973076501,1.6384679609796733,1.6333274173945498
2020-07-01 16:00:00,1.6722549659209405,1.6678197363525762,1.6333274173945498,1.7009766446762913,1.6478305322021993,1.674608973076501,1.6478305322021993,1.674608973076501,1.6384679609796733,1.6333274173945498
2020-07-01 20:00:00,1.6722549659209405,1.6678197363525762,1.6333274173945498,1.7009766446762913,1.6478305322021993,1.674608973076501,1.6478305322021993,1.674608973076501,1.6384679609796733,1.6333274173945498
2020-07-02 00:00:00,1.6722549659209405,1.6678197363525762,1.6333274173945498,1.7009766446762913,1.6478305322021993,1.674608973076501,1.6478305322021993,1.674608973076501,1.6384679609796733,1.6333274173945498
2020-07-02 04:00:00,1.6722549659209405,1.6678197363525762,1.6333274173945498,1.7009766446762913,1.6478305322021993,1.674608973076501,1.6478305322021993,1.674608973076501,1.6384679609796733,1.6333274173945498
2020-07-02 08:00:00,1.6722549659209405,1.6678197363525762,1.6333274173945498,1.7009766446762913,1.6478305322021993,1.674608973076501,1.6478305322021993,1.674608973076501,1.6384679609796733,1.6333274173945498
2020-07-02 12:00:00,1.6722549659209405,1.6678197363525762,1.6333274173945498,1.7009766446762913,1.6478305322021993,1.674608973076501,1.6478305322021993,1.674608973076501,1.6384679609796733,1.6333274173945498
2020-07-02 16:00:00,1.6722549659209405,1.6678197363525762,1.6333274173945498,1.7009766446762913,1.6478305322021993,1.674608973076501,1.6478305322021993,1.674608973076501,1.6384679609796733,1.6333274173945498
2020-07-02 20:00:00,1.6722549659209405,1.6678197363525762,1.6333274173945498,1.7009766446762913,1.6478305322021993,1.674608973076501,1.6478305322021993,1.674608973076501,1.6384679609796733,1.6333274173945498
2020-07-03 00:00:00,1.6722549659209405,1.6678197363525762,1.6333274173945498,1.7009766446762913,1.6478305322021993,1.674608973076501,1.6478305322021993,1.674608973076501,1.6384679609796733,1.6333274173945498
2020-07-03 04:00:00,1.6722549659209405,1.6678197363525762,1.6333274173945498,1.7009766446762913,1.6478305322021993,1.674608973076501,1.6478305322021993,1.674608973076501,1.6384679609796733,1.6333274173945498
2020-07-03 08:00:00,1.6722549659209405,1.6678197363525762,1.6333274173945498,1.7009766446762913,1.6478305322021993,1.674608973076501,1.6478305322021993,1.674608973076501,1.6384679609796733,1.6333274173945498
2020-07-03 12:00:00,1.6722549659209405,1.6678197363525762,1.6333274173945498,1.7009766446762913,1.6478305322021993,1.674608973076501,1.6478305322021993,1.674608973076501,1.6384679609796733,1.6333274173945498
2020-07-03 16:00:00,1.6722549659209405,1.6678197363525762,1.6333274173945498,1.7009766446762913,1.6478305322021993,1.674608973076501,1.6478305322021993,1.674608973076501,1.6384679609796733,1.6333274173945498
2020-07-03 20:00:00,1.6722549659209405,1.6678197363525762,1.6333274173945498,1.7009766446762913,1.6478305322021993,1.674608973076501,1.6478305322021993,1.674608973076501,1.6384679609796733,1.6333274173945498
2020-07-04 00:00:00,1.6722549659209405,1.6678197363525762,1.6333274173945498,1.7009766446762913,1.6478305322021993,1.674608973076501,1.6478305322021993,1.674608973076501,1.6384679609796733,1.6333274173945498
2020-07-04 04:00:00,1.6722549659209405,1.6678197363525762,1.6333274173945498,1.7009766446762913,1.6478305322021993,1.674608973076501,1.6478305322021993,1.674608973076501,1.6384679609796733,1.6333274173945498
2020-07-04 08:00:00,1.6722549659209405,1.6678197363525762,1.6333274173945498,1.7009766446762913,1.6478305322021993,1.674608973076501,1.6478305322021993,1.674608973076501,1.6384679609796733,1.6333274173945498
2020-07-04 12:00:00,1.6722549659209405,1.6678197363525762,1.6333274173945498,1.7009766446762913,1.6478305322021993,1.674608973076501,1.6478305322021993,1.674608973076501,1.6384679609796733,1.6333274173945498
2020-07-04 16:00:00,1.6722549659209405,1.6678197363525762,1.6333274173945498,1.7009766446762913,1.6478305322021993,1.674608973076501,1.6478305322021993,1.674608973076501,1.6384679609796733,1.6333274173945498
2020-07-04 20:00:00,1.6722549659209405,1.6678197363525762,1.6333274173945498,1.7009766446762913,1.6478305322021993,1.674608973076501,1.6478305322021993,1.674608973076501,1.6384679609796733,1.6333274173945498
2020-07-05 00:00:00,1.6722549659209405,1.6678197363525762,1.6333274173945498,1.7009766446762913,1.6478305322021993,1.674608973076501,1.6478305322021993,1.674608973076501,1.6384679609796733,1.6333274173945498
2020-07-05 04:00:00,1.6722549659209405,1.6678197363525762,1.6333274173945498,1.7009766446762913,1.6478305322021993,1.674608973076501,1.6478305322021993,1.674608973076501,1.6384679609796733,1.6333274173945498
2020-07-05 08:00:00,1.6722549659209405,1.6678197363525762,1.6333274173945498,1.7009766446762913,1.6478305322021993,1.674608973076501,1.6478305322021993,1.674608973076501,1.6384679609796733,1.6333274173945498
2020-07-05 12:00:00,1.6722549659209405,1.6678197363525762,1.6333274173945498,1.7009766446762913,1.6478305322021993,1.674608973076501,1.6478305322021993,1.674608973076501,1.6384679609796733,1.6333274173945498
2020-07-05 16:00:00,1.6722549659209405,1.6678197363525762,1.6333274173945498,1.7009766446762913,1.6478305322021993,1.674608973076501,1.6478305322021993,1.674608973076501,1.6384679609796733,1.6333274173945498
2020-07-05 20:00:00,1.6722549659209405,1.6678197363525762,1.6333274173945498,1.7009766446762913,1.6478305322021993,1.674608973076501,1.6478305322021993,1.674608973076501,1.6384679609796733,1.6333274173945498
2020-07-06 00:00:00,1.6722549659209405,1.6678197363525762,1.6333274173945498,1.7009766446762913,1.6478305322021993,1.674608973076501,1.6478305322021993,1.674608973076501,1.6384679609796733,1.6333274173945498
2020-07-06 04:00:00,1.6722549659209405,1.6678197363525762,1.6333274173945498,1.7009766446762913,1.6478305322021993,1.674608973076501,1.6478305322021993,1.674608973076501,1.6384679609796733,1.6333274173945498
2020-07-06 08:00:00,1.6722549659209405,1.6678197363525762,1.6333274173945498,1.7009766446762913,1.6478305322021993,1.674608973076501,1.6478305322021993,1.674608973076501,1.6384679609796733,1.6333274173945498
2020-07-06 12:00:00,1.6722549659209405,1.6678197363525762,1.6333274173945498,1.7009766446762913,1.6478305322021993,1.674608973076501,1.6478305322021993,1.674608973076501,1.6384679609796733,1.6333274173945498
2020-07-06 16:00:00,1.6722549659209405,1.6678197363525762,1.6333274173945498,1.7009766446762913,1.6478305322021993,1.674608973076501,1.6478305322021993,1.674608973076501,1.6384679609796733,1.6333274173945498
2020-07-06 20:00:00,1.6722549659209405,1.6678197363525762,1.6333274173945498,1.7009766446762913,1.6478305322021993,1.674608973076501,1.6478305322021993,1.674608973076501,1.6384679609796733,1.6333274173945498
2020-07-07 00:00:00,1.661004421697555,1.656599031326811,1.6223387687045185,1.6895328676483443,1.6367443099137364,1.6633425916380105,1.6367443099137364,1.6633425916380105,1.6274447279026225,1.6223387687045185
2020-07-07 04:00:00,1.6682886046896144,1.6638638948822737,1.6294533870113612,1.6969421595311869,1.6439221024041615,1.6706370284605174,1.6439221024041615,1.6706370284605174,1.6345817379265872,1.6294533870113612
2020-07-07 08:00:00,1.6830977701114869,1.6786337827718916,1.6439178176186608,1.712005678565726,1.6585149697813892,1.6854670405128866,1.6585149697813892,1.6854670405128866,1.6490916921901844,1.6439178176186608
2020-07-07 12:00:00,1.7211440812766228,1.7165791858053816,1.6810784686097724,1.750705451044705,1.6960055884090637,1.7235669088750714,1.6960055884090637,1.7235669088750714,1.6863692982657676,1.6810784686097724
2020-07-07 16:00:00,1.723160776567813,1.7185905323269355,1.6830482183062951,1.75275678392136,1.6979928284787271,1.7255864430366747,1.6979928284787271,1.7255864430366747,1.6883452473219895,1.6830482183062951
2020-07-07 20:00:00,1.776046353084541,1.7713358433473803,1.7347026991539083,1.8065506923434853,1.7501059747831766,1.7785464657521484,1.7501059747831766,1.7785464657521484,1.7401622994381287,1.7347026991539083
2020-07-08 00:00:00,1.8933457792004709,1.888324162668196,1.849271573293435,1.9258647851841353,1.8656921621186573,1.896011012435245,1.8656921621186573,1.896011012435245,1.8550917542455243,1.849271573293435
2020-07-08 04:00:00,1.9062887489797498,1.9012328045229434,1.8619132504502214,1.9390300558850537,1.878446090923958,1.9089722018306083,1.878446090923958,1.9089722018306083,1.8677732183376927,1.8619132504502214
2020-07-08 08:00:00,1.8516874764690243,1.8467763479543111,1.808583012398104,1.8834909836723417,1.8246423075453175,1.854294067962726,1.8246423075453175,1.854294067962726,1.8142751349349173,1.808583012398104
2020-07-08 12:00:00,1.8893424885478103,1.8843314897224253,1.8453614731495918,1.9217927363394327,1.8617473422788784,1.892002086412958,1.8617473422788784,1.892002086412958,1.8511693479100397,1.8453614731495918
2020-07-08 16:00:00,1.956104132665114,1.9509160656150528,1.9105690078792479,1.989701039629287,1.927533886674592,1.9588577098522981,1.927533886674592,1.9588577098522981,1.9165821092040616,1.9105690078792479
2020-07-08 20:00:00,1.8569248642401743,1.8519998448908832,1.8136984817592219,1.8888183257699227,1.829803199666532,1.8595388283227101,1.829803199666532,1.8595388283227101,1.8194067041257014,1.8136984817592219
2020-07-09 00:00:00,1.9041516539696828,1.8991013776120431,1.8598259037568914,1.936856255373972,1.876340209656106,1.9068320984653273,1.876340209656106,1.9068320984653273,1.8656793021736366,1.8598259037568914
2020-07-09 04:00:00,1.8666170416097736,1.8616663162332752,1.8231650400022106,1.898676970341308,1.8393538161207337,1.8692446492187729,1.8393538161207337,1.8692446492187729,1.828903056306348,1.8231650400022106
2020-07-09 08:00:00,1.781915839379795,1.777189762328021,1.7404355527482644,1.8125209895218086,1.7558897331948826,1.7844242144314408,1.7558897331948826,1.7844242144314408,1.7459131959450416,1.7404355527482644
2020-07-09 12:00:00,1.781915839379795,1.777189762328021,1.7404355527482644,1.8125209895218086,1.7558897331948826,1.7844242144314408,1.7558897331948826,1.7844242144314408,1.7459131959450416,1.7404355527482644
2020-07-09 16:00:00,1.830677725524985,1.8258223200133485,1.7880623364552268,1.862120381464804,1.803939418461364,1.8332547419209497,1.803939418461364,1.8332547419209497,1.7936898746178618,1.7880623364552268
2020-07-09 20:00:00,1.7932635128839534,1.7885073390239274,1.7515190696973537,1.8240635640665674,1.767071666124181,1.7957878618780734,1.767071666124181,1.7957878618780734,1.7570315958584077,1.7515190696973537
2020-07-10 00:00:00,1.7692442795454932,1.7765295747982792,1.7397890186118428,1.8118476772059027,1.7552374581649282,1.783761339459331,1.7552374581649282,1.783761339459331,1.7452646269827352,1.7397890186118428
2020-07-10 04:00:00,1.7691699477969196,1.7764922558844316,1.7397524714935624,1.8118096163774595,1.755200586526869,1.7837238686304204,1.755200586526869,1.7837238686304204,1.7452279648403315,1.7397524714935624
2020-07-10 08:00:00,1.7885705341745928,1.7862326970168596,1.7492914697511948,1.8217437012872222,1.764824286226115,1.7935039604272471,1.764824286226115,1.7935039604272471,1.7547969850248475,1.7492914697511948
2020-07-10 12:00:00,1.7804683735800855,1.78218691187899,1.7453293558329237,1.8176174843592796,1.7608269907561074,1.7894417060076941,1.7608269907561074,1.7894417060076941,1.750822401212868,1.7453293558329237
2020-07-10 16:00:00,1.793327766083294,1.7886228141825646,1.7516321567046118,1.8241813349164988,1.7671857572864125,1.795903807104411,1.7671857572864125,1.795903807104411,1.7571450387824796,1.7516321567046118
2020-07-10 20:00:00,1.787975880186005,1.7859538918037794,1.7490184305319614,1.8214593533175187,1.764548822557808,1.793224020274611,1.764548822557808,1.793224020274611,1.7545230864739259,1.7490184305319614
2020-07-11 00:00:00,1.7873812261974176,1.7853599102982325,1.748436733207431,1.820853563227449,1.763961960057581,1.7926276208332625,1.763961960057581,1.7926276208332625,1.7539395583833053,1.748436733207431
2020-07-11 04:00:00,1.7728122034770195,1.7708073634123285,1.734185148756435,1.806011706020738,1.7495838288020176,1.7780158345202244,1.7495838288020176,1.7780158345202244,1.7396431201630973,1.734185148756435
2020-07-11 08:00:00,1.7807657005743796,1.778751866049021,1.7419653504720298,1.814114148475422,1.7574331147425548,1.7859926770482606,1.7574331147425548,1.7859926770482606,1.7474478083751497,1.7419653504720298
2020-07-11 12:00:00,1.7683522985626117,1.766352502120725,1.7298224188224565,1.8014682803452138,1.7451823600503142,1.7735428387101106,1.7451823600503142,1.7735428387101106,1.7352666594834416,1.7298224188224565
2020-07-11 16:00:00,1.7779410941285878,1.775930453897672,1.7392022881805098,1.81123664554759,1.754645517866476,1.783159779701855,1.754645517866476,1.783159779701855,1.744676049944701,1.7392022881805098
2020-07-11 20:00:00,1.7899828373974884,1.787958579385001,1.7509816590022518,1.8235038948715045,1.7665294834960747,1.7952368683891624,1.7665294834960747,1.7952368683891624,1.7564924937797712,1.7509816590022518
2020-07-12 00:00:00,1.787306894448844,1.7866221209975202,1.7496728400220583,1.8207778394661904,1.7638886022450528,1.7938949696461284,1.7652090428705638,1.7938949696461284,1.753866617371978,1.7496728400220583
2020-07-12 04:00:00,1.7806170370772327,1.7832784738590346,1.7463983431286922,1.813962700952905,1.7572863991174983,1.7905377114371839,1.7619054701141001,1.7905377114371839,1.7473019263524947,1.7463983431286922
2020-07-12 08:00:00,1.7668656635911426,1.7763925102258906,1.7396547886832985,1.7999538051200397,1.7437152037997468,1.7836237169346607,1.7551020363430478,1.7836237169346607,1.7338078392568899,1.7396547886832985
2020-07-12 12:00:00,1.7731095304713134,1.7795312769667189,1.7427286423275854,1.8063146010657734,1.7498772600521313,1.7867752607340406,1.7582031842406671,1.7867752607340406,1.739934884208408,1.7427286423275854
2020-07-12 16:00:00,1.8047005236150337,1.7953839807629555,1.7582534950355007,1.838497199600734,1.7810543303766955,1.802692496539607,1.773865889726168,1.802692496539607,1.7709348140226349,1.7582534950355007
2020-07-12 20:00:00,1.79644969952338,1.7912798656456794,1.7542342574649883,1.8300918621010152,1.772911613186045,1.7985716746952993,1.7698109633750085,1.7985716746952993,1.7628383617652723,1.7542342574649883
2020-07-13 00:00:00,1.8045518601178872,1.7993587097931214,1.7621460223633532,1.838345752078217,1.7809076147516392,1.8066834056015302,1.777792980712309,1.8066834056015302,1.7707889319999799,1.7621460223633532
2020-07-13 04:00:00,1.8183032336039773,1.8130705094929085,1.7755742471908533,1.8523546479110822,1.7944788100693907,1.8204510222772432,1.7913404413306628,1.8204510222772432,1.7842830190955847,1.7755742471908533
2020-07-13 08:00:00,1.804031537877873,1.798839884939616,1.7616379273698803,1.837815685749406,1.7803941100639404,1.8061624687543412,1.7772803740943173,1.8061624687543412,1.770278344920687,1.7616379273698803
2020-07-13 12:00:00,1.7722175494884322,1.7671174510395684,1.7305715477689612,1.805405915930669,1.748996966301791,1.7743109015262053,1.7459381408799635,1.7743109015262053,1.739059592072477,1.7305715477689612
2020-07-13 16:00:00,1.7802453783343661,1.7751221773507957,1.7384107276682588,1.8135840821466123,1.756919610054857,1.782348212882838,1.7538469287004081,1.782348212882838,1.7469372212958574,1.7384107276682588
2020-07-13 20:00:00,1.7740015114541956,1.7688962791087304,1.7323135877465832,1.807223286200879,1.7507575538024727,1.7760969707165686,1.747695649284507,1.7760969707165686,1.7408101763443398,1.7323135877465832
2020-07-14 00:00:00,1.7720688859912859,1.7679327472379345,1.7313699827587048,1.8052544684081522,1.7498039022396037,1.7751295165717889,1.7467436655653794,1.7751295165717889,1.739861943197081,1.7313699827587048
2020-07-14 04:00:00,1.7884962024260207,1.7761272341745868,1.7393949988281192,1.821989419646332,1.757914360762988,1.7833573610173084,1.7548399396863936,1.7833573610173084,1.7479263200730575,1.7393949988281192
2020-07-14 08:00:00,1.7856715959802292,1.7747246982264002,1.7380214688427598,1.8191119167185001,1.7565262067854102,1.7819491157299416,1.75345421345498,1.7819491157299416,1.746546053247847,1.7380214688427598
2020-07-14 12:00:00,1.7948144010547649,1.7792680761950521,1.742470884833012,1.8284259393533242,1.7610229957675232,1.7865109885442192,1.7579431379909447,1.7865109885442192,1.7510172925716092,1.742470884833012
2020-07-14 16:00:00,1.787232562700272,1.7755099932046625,1.7387905230701328,1.820702115704934,1.7573034491434802,1.7827376074286823,1.7542300964918336,1.7827376074286823,1.7473188795043868,1.7387905230701328
2020-07-14 20:00:00,1.7784614163686039,1.7711531852858855,1.734523818659006,1.8117667118764036,1.7529913170731315,1.7783630641397832,1.7499255059206718,1.7783630641397832,1.743031247916849,1.734523818659006
2020-07-15 00:00:00,1.7814346863115424,1.7741142371713423,1.7374236327836554,1.8147956623267532,1.7559220055577478,1.781336169655356,1.7528510689164434,1.781336169655356,1.7459452849442116,1.7374236327836554
2020-07-15 04:00:00,1.7777180988828696,1.7704129223145217,1.7337988651278438,1.8110094742638168,1.7522586449519777,1.7776197877608904,1.7491941151717292,1.7776197877608904,1.7423027386600087,1.7337988651278438
2020-07-15 08:00:00,1.769838933534083,1.762566134818062,1.726114357697523,1.8029827555703914,1.7444923204677452,1.769741058144623,1.741441373232935,1.769741058144623,1.7345805405374983,1.726114357697523
2020-07-15 12:00:00,1.7653046968711024,1.758050530692741,1.7216921411574333,1.7983636061336092,1.740023020528706,1.765207072233375,1.736979889664384,1.765207072233375,1.730136634070771,1.7216921411574333
2020-07-15 16:00:00,1.7736298527113297,1.7663414759720195,1.7298116207064513,1.806844667394587,1.748228948285631,1.7735317676769784,1.745171466052544,1.7735317676769784,1.7382959377473857,1.7298116207064513
2020-07-15 20:00:00,1.7723662129855808,1.7650830289207005,1.7285791997034754,1.8055573634531885,1.7469834056796691,1.77226819783286,1.743928101779341,1.77226819783286,1.7370574720107566,1.7285791997034754
2020-07-16 00:00:00,1.7291794670644005,1.7435783896025718,1.7075192996232096,1.7835596108075271,1.7256992805601448,1.7506760190260138,1.7226812005225514,1.7506760190260138,1.7158942780995368,1.7075192996232096
2020-07-16 04:00:00,1.722117950949922,1.7400182308308692,1.7040327687917562,1.7799178156171667,1.7221756285880603,1.7471013678243745,1.7191637110747235,1.7471013678243745,1.7123906466586338,1.7040327687917562
2020-07-16 08:00:00,1.7332677132359409,1.7456510591851644,1.7095491041534354,1.785679807855223,1.7277506964464902,1.7527571258780186,1.7247290286822254,1.7527571258780186,1.7179340383411008,1.7095491041534354
2020-07-16 12:00:00,1.7276185003443578,1.7428062723145479,1.706763150557165,1.782769788441101,1.7249350807648294,1.7499007586602742,1.7219183372382798,1.7499007586602742,1.7151344203010903,1.706763150557165
