model,days,total_return_pct,cagr_pct,max_drawdown_pct,sharpe,sortino,cash_days_pct,btc_days_pct,base_days_pct,doge_days_pct,trade_count,since2021_total_return_pct,since2021_cagr_pct,since2021_max_drawdown_pct,since2023_total_return_pct,since2023_cagr_pct,since2023_max_drawdown_pct,since2025_total_return_pct,since2025_cagr_pct,since2025_max_drawdown_pct,asset,signal_days_pct,trigger_days,passes_2025_guardrail,source,delta_vs_phase63_cagr_pct,delta_vs_phase63_max_drawdown_pct,delta_vs_phase63_since2021_cagr_pct,delta_vs_phase63_since2023_cagr_pct,delta_vs_phase63_since2025_cagr_pct,score_lb,doge_fast_ma,doge_slow_ma,doge_min_score,doge_edge_vs_base,doge_risk_ma,doge_risk_buffer,doge_vol_lb,doge_vol_cap,cooldown_days,doge_data_start,doge_data_end,doge_history_days,doge_non_na_close_ratio,doge_max_gap_days
phase65b_doge_guard_lb20_f20_s150_m16_e03_rm200_rb-03_v30_060_cd3,2874,108934.66801437462,143.24114926088916,-31.216821406374073,1.7105001689711063,2.3878583637513464,41.8580375782881,8.24634655532359,46.90327070285317,2.992345163535143,797,5849.41190440876,119.25012188110374,-31.21682140637404,2105.879972627569,162.47050877739272,-31.216821406374105,105.78293800841911,82.03939620928611,-26.364314314273805,DOGE,2.992345163535143,58,False,phase65b_exact_doge_guardrail,41.650126689401205,2.2413336235803456,51.03047628343951,36.79197952208834,-31.857594542879568,20.0,20.0,150.0,0.16,0.03,200.0,-0.03,30.0,0.06,3.0,2019-07-05,2026-03-17,2448.0,100.0,1.0
phase65b_doge_guard_lb20_f20_s150_m16_e03_rm200_rb+00_v30_060_cd3,2874,108934.66801437462,143.24114926088916,-31.216821406374073,1.7105001689711063,2.3878583637513464,41.8580375782881,8.24634655532359,46.90327070285317,2.992345163535143,797,5849.41190440876,119.25012188110374,-31.21682140637404,2105.879972627569,162.47050877739272,-31.216821406374105,105.78293800841911,82.03939620928611,-26.364314314273805,DOGE,2.992345163535143,58,False,phase65b_exact_doge_guardrail,41.650126689401205,2.2413336235803456,51.03047628343951,36.79197952208834,-31.857594542879568,20.0,20.0,150.0,0.16,0.03,200.0,0.0,30.0,0.06,3.0,2019-07-05,2026-03-17,2448.0,100.0,1.0
phase65b_doge_guard_lb20_f20_s150_m16_e06_rm150_rb-03_v30_060_cd3,2874,105436.38836298435,142.23516137583692,-31.216821406374073,1.7035523212802814,2.379880479626712,41.8580375782881,8.24634655532359,47.00765483646486,2.8879610299234515,799,5658.530352862334,117.88069144349431,-31.21682140637404,2035.106289704675,159.81432044388856,-31.216821406374105,105.78293800841911,82.03939620928611,-26.364314314273805,DOGE,2.8879610299234515,57,False,phase65b_exact_doge_guardrail,40.64413880434897,2.2413336235803456,49.66104584583009,34.13579118858418,-31.857594542879568,20.0,20.0,150.0,0.16,0.06,150.0,-0.03,30.0,0.06,3.0,2019-07-05,2026-03-17,2448.0,100.0,1.0
phase65b_doge_guard_lb20_f20_s150_m16_e06_rm150_rb+00_v30_060_cd3,2874,105436.38836298435,142.23516137583692,-31.216821406374073,1.7035523212802814,2.379880479626712,41.8580375782881,8.24634655532359,47.00765483646486,2.8879610299234515,799,5658.530352862334,117.88069144349431,-31.21682140637404,2035.106289704675,159.81432044388856,-31.216821406374105,105.78293800841911,82.03939620928611,-26.364314314273805,DOGE,2.8879610299234515,57,False,phase65b_exact_doge_guardrail,40.64413880434897,2.2413336235803456,49.66104584583009,34.13579118858418,-31.857594542879568,20.0,20.0,150.0,0.16,0.06,150.0,0.0,30.0,0.06,3.0,2019-07-05,2026-03-17,2448.0,100.0,1.0
phase65b_doge_guard_lb20_f20_s150_m16_e06_rm200_rb-03_v30_060_cd3,2874,105436.38836298435,142.23516137583692,-31.216821406374073,1.7035523212802814,2.379880479626712,41.8580375782881,8.24634655532359,47.00765483646486,2.8879610299234515,799,5658.530352862334,117.88069144349431,-31.21682140637404,2035.106289704675,159.81432044388856,-31.216821406374105,105.78293800841911,82.03939620928611,-26.364314314273805,DOGE,2.8879610299234515,57,False,phase65b_exact_doge_guardrail,40.64413880434897,2.2413336235803456,49.66104584583009,34.13579118858418,-31.857594542879568,20.0,20.0,150.0,0.16,0.06,200.0,-0.03,30.0,0.06,3.0,2019-07-05,2026-03-17,2448.0,100.0,1.0
phase65b_doge_guard_lb20_f20_s150_m16_e06_rm200_rb+00_v30_060_cd3,2874,105436.38836298435,142.23516137583692,-31.216821406374073,1.7035523212802814,2.379880479626712,41.8580375782881,8.24634655532359,47.00765483646486,2.8879610299234515,799,5658.530352862334,117.88069144349431,-31.21682140637404,2035.106289704675,159.81432044388856,-31.216821406374105,105.78293800841911,82.03939620928611,-26.364314314273805,DOGE,2.8879610299234515,57,False,phase65b_exact_doge_guardrail,40.64413880434897,2.2413336235803456,49.66104584583009,34.13579118858418,-31.857594542879568,20.0,20.0,150.0,0.16,0.06,200.0,0.0,30.0,0.06,3.0,2019-07-05,2026-03-17,2448.0,100.0,1.0
phase65b_doge_guard_lb20_f20_s100_m16_e03_rm150_rb-03_v20_060_cd3,2874,19648.556219560734,95.76464816943854,-33.458155029954405,1.7078637309090772,1.7489797875075739,41.8580375782881,8.24634655532359,46.86847599164927,3.02713987473904,798,1182.7599753784878,63.27297730675385,-33.45815502995444,1063.6788097336046,115.00427532664949,-27.308279944517267,105.78293800841911,82.03939620928611,-26.364314314273805,DOGE,3.02713987473904,60,False,phase65b_exact_doge_guardrail,-5.82637440204941,1.4210854715202004e-14,-4.946668290910374,-10.674253928654892,-31.857594542879568,20.0,20.0,100.0,0.16,0.03,150.0,-0.03,20.0,0.06,3.0,2019-07-05,2026-03-17,2448.0,100.0,1.0
phase65b_doge_guard_lb20_f20_s100_m16_e03_rm150_rb+00_v20_060_cd3,2874,19648.556219560734,95.76464816943854,-33.458155029954405,1.7078637309090772,1.7489797875075739,41.8580375782881,8.24634655532359,46.86847599164927,3.02713987473904,798,1182.7599753784878,63.27297730675385,-33.45815502995444,1063.6788097336046,115.00427532664949,-27.308279944517267,105.78293800841911,82.03939620928611,-26.364314314273805,DOGE,3.02713987473904,60,False,phase65b_exact_doge_guardrail,-5.82637440204941,1.4210854715202004e-14,-4.946668290910374,-10.674253928654892,-31.857594542879568,20.0,20.0,100.0,0.16,0.03,150.0,0.0,20.0,0.06,3.0,2019-07-05,2026-03-17,2448.0,100.0,1.0
phase65b_doge_guard_lb20_f20_s100_m16_e03_rm200_rb-03_v20_060_cd3,2874,19648.556219560734,95.76464816943854,-33.458155029954405,1.7078637309090772,1.7489797875075739,41.8580375782881,8.24634655532359,46.86847599164927,3.02713987473904,798,1182.7599753784878,63.27297730675385,-33.45815502995444,1063.6788097336046,115.00427532664949,-27.308279944517267,105.78293800841911,82.03939620928611,-26.364314314273805,DOGE,3.02713987473904,60,False,phase65b_exact_doge_guardrail,-5.82637440204941,1.4210854715202004e-14,-4.946668290910374,-10.674253928654892,-31.857594542879568,20.0,20.0,100.0,0.16,0.03,200.0,-0.03,20.0,0.06,3.0,2019-07-05,2026-03-17,2448.0,100.0,1.0
phase65b_doge_guard_lb20_f20_s100_m16_e03_rm200_rb+00_v20_060_cd3,2874,19648.556219560734,95.76464816943854,-33.458155029954405,1.7078637309090772,1.7489797875075739,41.8580375782881,8.24634655532359,46.86847599164927,3.02713987473904,798,1182.7599753784878,63.27297730675385,-33.45815502995444,1063.6788097336046,115.00427532664949,-27.308279944517267,105.78293800841911,82.03939620928611,-26.364314314273805,DOGE,3.02713987473904,60,False,phase65b_exact_doge_guardrail,-5.82637440204941,1.4210854715202004e-14,-4.946668290910374,-10.674253928654892,-31.857594542879568,20.0,20.0,100.0,0.16,0.03,200.0,0.0,20.0,0.06,3.0,2019-07-05,2026-03-17,2448.0,100.0,1.0
phase65b_doge_guard_lb20_f20_s100_m16_e06_rm150_rb-03_v20_060_cd3,2874,19014.941483758386,94.9550118682684,-33.458155029954405,1.698372848337252,1.7406880462559966,41.8580375782881,8.24634655532359,46.972860125260965,2.9227557411273484,800,1141.6037706483285,62.2531786273067,-33.45815502995444,1026.3432175317878,112.82844288575409,-27.308279944517267,105.78293800841911,82.03939620928611,-26.364314314273805,DOGE,2.9227557411273484,59,False,phase65b_exact_doge_guardrail,-6.636010703219554,1.4210854715202004e-14,-5.966466970357523,-12.850086369550297,-31.857594542879568,20.0,20.0,100.0,0.16,0.06,150.0,-0.03,20.0,0.06,3.0,2019-07-05,2026-03-17,2448.0,100.0,1.0
phase65b_doge_guard_lb20_f20_s100_m16_e06_rm150_rb+00_v20_060_cd3,2874,19014.941483758386,94.9550118682684,-33.458155029954405,1.698372848337252,1.7406880462559966,41.8580375782881,8.24634655532359,46.972860125260965,2.9227557411273484,800,1141.6037706483285,62.2531786273067,-33.45815502995444,1026.3432175317878,112.82844288575409,-27.308279944517267,105.78293800841911,82.03939620928611,-26.364314314273805,DOGE,2.9227557411273484,59,False,phase65b_exact_doge_guardrail,-6.636010703219554,1.4210854715202004e-14,-5.966466970357523,-12.850086369550297,-31.857594542879568,20.0,20.0,100.0,0.16,0.06,150.0,0.0,20.0,0.06,3.0,2019-07-05,2026-03-17,2448.0,100.0,1.0
phase65b_doge_guard_lb20_f20_s100_m16_e06_rm200_rb-03_v20_060_cd3,2874,19014.941483758386,94.9550118682684,-33.458155029954405,1.698372848337252,1.7406880462559966,41.8580375782881,8.24634655532359,46.972860125260965,2.9227557411273484,800,1141.6037706483285,62.2531786273067,-33.45815502995444,1026.3432175317878,112.82844288575409,-27.308279944517267,105.78293800841911,82.03939620928611,-26.364314314273805,DOGE,2.9227557411273484,59,False,phase65b_exact_doge_guardrail,-6.636010703219554,1.4210854715202004e-14,-5.966466970357523,-12.850086369550297,-31.857594542879568,20.0,20.0,100.0,0.16,0.06,200.0,-0.03,20.0,0.06,3.0,2019-07-05,2026-03-17,2448.0,100.0,1.0
phase65b_doge_guard_lb20_f20_s100_m16_e06_rm200_rb+00_v20_060_cd3,2874,19014.941483758386,94.9550118682684,-33.458155029954405,1.698372848337252,1.7406880462559966,41.8580375782881,8.24634655532359,46.972860125260965,2.9227557411273484,800,1141.6037706483285,62.2531786273067,-33.45815502995444,1026.3432175317878,112.82844288575409,-27.308279944517267,105.78293800841911,82.03939620928611,-26.364314314273805,DOGE,2.9227557411273484,59,False,phase65b_exact_doge_guardrail,-6.636010703219554,1.4210854715202004e-14,-5.966466970357523,-12.850086369550297,-31.857594542879568,20.0,20.0,100.0,0.16,0.06,200.0,0.0,20.0,0.06,3.0,2019-07-05,2026-03-17,2448.0,100.0,1.0
phase65b_doge_guard_lb20_f20_s150_m16_e03_rm150_rb-03_v20_060_cd3,2874,18664.547236552302,94.49716247820395,-33.4581550299544,1.6921238547052084,1.7329486188723944,41.8580375782881,8.24634655532359,46.86847599164927,3.02713987473904,797,1115.747913076525,61.59845010463736,-33.45815502995444,1002.8876107609882,111.43600423594746,-31.216821406374105,105.78293800841911,82.03939620928611,-26.364314314273805,DOGE,3.02713987473904,57,False,phase65b_exact_doge_guardrail,-7.0938600932840075,2.1316282072803006e-14,-6.6211954930268675,-14.242525019356918,-31.857594542879568,20.0,20.0,150.0,0.16,0.03,150.0,-0.03,20.0,0.06,3.0,2019-07-05,2026-03-17,2448.0,100.0,1.0
phase65b_doge_guard_lb20_f20_s150_m16_e03_rm150_rb+00_v20_060_cd3,2874,18664.547236552302,94.49716247820395,-33.4581550299544,1.6921238547052084,1.7329486188723944,41.8580375782881,8.24634655532359,46.86847599164927,3.02713987473904,797,1115.747913076525,61.59845010463736,-33.45815502995444,1002.8876107609882,111.43600423594746,-31.216821406374105,105.78293800841911,82.03939620928611,-26.364314314273805,DOGE,3.02713987473904,57,False,phase65b_exact_doge_guardrail,-7.0938600932840075,2.1316282072803006e-14,-6.6211954930268675,-14.242525019356918,-31.857594542879568,20.0,20.0,150.0,0.16,0.03,150.0,0.0,20.0,0.06,3.0,2019-07-05,2026-03-17,2448.0,100.0,1.0
phase65b_doge_guard_lb20_f20_s150_m16_e03_rm200_rb-03_v20_060_cd3,2874,18664.547236552302,94.49716247820395,-33.4581550299544,1.6921238547052084,1.7329486188723944,41.8580375782881,8.24634655532359,46.86847599164927,3.02713987473904,797,1115.747913076525,61.59845010463736,-33.45815502995444,1002.8876107609882,111.43600423594746,-31.216821406374105,105.78293800841911,82.03939620928611,-26.364314314273805,DOGE,3.02713987473904,57,False,phase65b_exact_doge_guardrail,-7.0938600932840075,2.1316282072803006e-14,-6.6211954930268675,-14.242525019356918,-31.857594542879568,20.0,20.0,150.0,0.16,0.03,200.0,-0.03,20.0,0.06,3.0,2019-07-05,2026-03-17,2448.0,100.0,1.0
phase65b_doge_guard_lb20_f20_s150_m16_e03_rm200_rb+00_v20_060_cd3,2874,18664.547236552302,94.49716247820395,-33.4581550299544,1.6921238547052084,1.7329486188723944,41.8580375782881,8.24634655532359,46.86847599164927,3.02713987473904,797,1115.747913076525,61.59845010463736,-33.45815502995444,1002.8876107609882,111.43600423594746,-31.216821406374105,105.78293800841911,82.03939620928611,-26.364314314273805,DOGE,3.02713987473904,57,False,phase65b_exact_doge_guardrail,-7.0938600932840075,2.1316282072803006e-14,-6.6211954930268675,-14.242525019356918,-31.857594542879568,20.0,20.0,150.0,0.16,0.03,200.0,0.0,20.0,0.06,3.0,2019-07-05,2026-03-17,2448.0,100.0,1.0
phase65b_doge_guard_lb20_f20_s150_m16_e06_rm150_rb-03_v20_060_cd3,2874,18062.50354750715,93.69276819818735,-33.4581550299544,1.6826472449677288,1.7246611979141018,41.8580375782881,8.24634655532359,46.972860125260965,2.9227557411273484,799,1076.7417303367831,60.589110477616344,-33.45815502995444,967.5024497222362,109.29628251882852,-31.216821406374105,105.78293800841911,82.03939620928611,-26.364314314273805,DOGE,2.9227557411273484,56,False,phase65b_exact_doge_guardrail,-7.8982543733006025,2.1316282072803006e-14,-7.630535120047881,-16.382246736475864,-31.857594542879568,20.0,20.0,150.0,0.16,0.06,150.0,-0.03,20.0,0.06,3.0,2019-07-05,2026-03-17,2448.0,100.0,1.0
phase65b_doge_guard_lb20_f20_s150_m16_e06_rm150_rb+00_v20_060_cd3,2874,18062.50354750715,93.69276819818735,-33.4581550299544,1.6826472449677288,1.7246611979141018,41.8580375782881,8.24634655532359,46.972860125260965,2.9227557411273484,799,1076.7417303367831,60.589110477616344,-33.45815502995444,967.5024497222362,109.29628251882852,-31.216821406374105,105.78293800841911,82.03939620928611,-26.364314314273805,DOGE,2.9227557411273484,56,False,phase65b_exact_doge_guardrail,-7.8982543733006025,2.1316282072803006e-14,-7.630535120047881,-16.382246736475864,-31.857594542879568,20.0,20.0,150.0,0.16,0.06,150.0,0.0,20.0,0.06,3.0,2019-07-05,2026-03-17,2448.0,100.0,1.0
phase65b_doge_guard_lb20_f20_s150_m16_e06_rm200_rb-03_v20_060_cd3,2874,18062.50354750715,93.69276819818735,-33.4581550299544,1.6826472449677288,1.7246611979141018,41.8580375782881,8.24634655532359,46.972860125260965,2.9227557411273484,799,1076.7417303367831,60.589110477616344,-33.45815502995444,967.5024497222362,109.29628251882852,-31.216821406374105,105.78293800841911,82.03939620928611,-26.364314314273805,DOGE,2.9227557411273484,56,False,phase65b_exact_doge_guardrail,-7.8982543733006025,2.1316282072803006e-14,-7.630535120047881,-16.382246736475864,-31.857594542879568,20.0,20.0,150.0,0.16,0.06,200.0,-0.03,20.0,0.06,3.0,2019-07-05,2026-03-17,2448.0,100.0,1.0
phase65b_doge_guard_lb20_f20_s150_m16_e06_rm200_rb+00_v20_060_cd3,2874,18062.50354750715,93.69276819818735,-33.4581550299544,1.6826472449677288,1.7246611979141018,41.8580375782881,8.24634655532359,46.972860125260965,2.9227557411273484,799,1076.7417303367831,60.589110477616344,-33.45815502995444,967.5024497222362,109.29628251882852,-31.216821406374105,105.78293800841911,82.03939620928611,-26.364314314273805,DOGE,2.9227557411273484,56,False,phase65b_exact_doge_guardrail,-7.8982543733006025,2.1316282072803006e-14,-7.630535120047881,-16.382246736475864,-31.857594542879568,20.0,20.0,150.0,0.16,0.06,200.0,0.0,20.0,0.06,3.0,2019-07-05,2026-03-17,2448.0,100.0,1.0
phase65b_doge_guard_lb20_f30_s150_m12_e03_rm150_rb-03_v20_045_cd3,2874,23417.77659572429,100.15906122377962,-33.45815502995442,1.5010277695855487,1.954892116146615,41.8580375782881,8.420320111343075,48.29505915100904,1.4265831593597773,820,1267.8198517821047,65.29957193485265,-33.45815502995444,1140.8424082472263,119.35337438465132,-25.866176348777426,105.7564452335392,82.01994145411955,-21.331730362478897,DOGE,1.4265831593597773,25,False,phase65b_exact_doge_guardrail,-1.431961347708338,0.0,-2.920073662811575,-6.325154870653066,-31.87704929804613,20.0,30.0,150.0,0.12,0.03,150.0,-0.03,20.0,0.045,3.0,2019-07-05,2026-03-17,2448.0,100.0,1.0
phase65b_doge_guard_lb20_f30_s150_m12_e03_rm150_rb+00_v20_045_cd3,2874,23417.77659572429,100.15906122377962,-33.45815502995442,1.5010277695855487,1.954892116146615,41.8580375782881,8.420320111343075,48.29505915100904,1.4265831593597773,820,1267.8198517821047,65.29957193485265,-33.45815502995444,1140.8424082472263,119.35337438465132,-25.866176348777426,105.7564452335392,82.01994145411955,-21.331730362478897,DOGE,1.4265831593597773,25,False,phase65b_exact_doge_guardrail,-1.431961347708338,0.0,-2.920073662811575,-6.325154870653066,-31.87704929804613,20.0,30.0,150.0,0.12,0.03,150.0,0.0,20.0,0.045,3.0,2019-07-05,2026-03-17,2448.0,100.0,1.0
phase65b_doge_guard_lb20_f30_s150_m12_e03_rm200_rb-03_v20_045_cd3,2874,23417.77659572429,100.15906122377962,-33.45815502995442,1.5010277695855487,1.954892116146615,41.8580375782881,8.420320111343075,48.29505915100904,1.4265831593597773,820,1267.8198517821047,65.29957193485265,-33.45815502995444,1140.8424082472263,119.35337438465132,-25.866176348777426,105.7564452335392,82.01994145411955,-21.331730362478897,DOGE,1.4265831593597773,25,False,phase65b_exact_doge_guardrail,-1.431961347708338,0.0,-2.920073662811575,-6.325154870653066,-31.87704929804613,20.0,30.0,150.0,0.12,0.03,200.0,-0.03,20.0,0.045,3.0,2019-07-05,2026-03-17,2448.0,100.0,1.0
phase65b_doge_guard_lb20_f30_s150_m12_e03_rm200_rb+00_v20_045_cd3,2874,23417.77659572429,100.15906122377962,-33.45815502995442,1.5010277695855487,1.954892116146615,41.8580375782881,8.420320111343075,48.29505915100904,1.4265831593597773,820,1267.8198517821047,65.29957193485265,-33.45815502995444,1140.8424082472263,119.35337438465132,-25.866176348777426,105.7564452335392,82.01994145411955,-21.331730362478897,DOGE,1.4265831593597773,25,False,phase65b_exact_doge_guardrail,-1.431961347708338,0.0,-2.920073662811575,-6.325154870653066,-31.87704929804613,20.0,30.0,150.0,0.12,0.03,200.0,0.0,20.0,0.045,3.0,2019-07-05,2026-03-17,2448.0,100.0,1.0
phase65b_doge_guard_lb20_f30_s150_m12_e06_rm150_rb-03_v20_045_cd3,2874,22663.22980057178,99.33125066916585,-33.45815502995442,1.4932536404676842,1.9462231877221323,41.8580375782881,8.420320111343075,48.39944328462074,1.3221990257480862,822,1223.934577113076,64.26711519918823,-33.45815502995444,1101.031091109258,117.13352928026501,-25.866176348777426,105.7564452335392,82.01994145411955,-21.331730362478897,DOGE,1.3221990257480862,23,False,phase65b_exact_doge_guardrail,-2.2597719023221003,0.0,-3.952530398476,-8.544999975039374,-31.87704929804613,20.0,30.0,150.0,0.12,0.06,150.0,-0.03,20.0,0.045,3.0,2019-07-05,2026-03-17,2448.0,100.0,1.0
phase65b_doge_guard_lb20_f30_s150_m12_e06_rm150_rb+00_v20_045_cd3,2874,22663.22980057178,99.33125066916585,-33.45815502995442,1.4932536404676842,1.9462231877221323,41.8580375782881,8.420320111343075,48.39944328462074,1.3221990257480862,822,1223.934577113076,64.26711519918823,-33.45815502995444,1101.031091109258,117.13352928026501,-25.866176348777426,105.7564452335392,82.01994145411955,-21.331730362478897,DOGE,1.3221990257480862,23,False,phase65b_exact_doge_guardrail,-2.2597719023221003,0.0,-3.952530398476,-8.544999975039374,-31.87704929804613,20.0,30.0,150.0,0.12,0.06,150.0,0.0,20.0,0.045,3.0,2019-07-05,2026-03-17,2448.0,100.0,1.0
phase65b_doge_guard_lb20_f30_s150_m12_e06_rm200_rb-03_v20_045_cd3,2874,22663.22980057178,99.33125066916585,-33.45815502995442,1.4932536404676842,1.9462231877221323,41.8580375782881,8.420320111343075,48.39944328462074,1.3221990257480862,822,1223.934577113076,64.26711519918823,-33.45815502995444,1101.031091109258,117.13352928026501,-25.866176348777426,105.7564452335392,82.01994145411955,-21.331730362478897,DOGE,1.3221990257480862,23,False,phase65b_exact_doge_guardrail,-2.2597719023221003,0.0,-3.952530398476,-8.544999975039374,-31.87704929804613,20.0,30.0,150.0,0.12,0.06,200.0,-0.03,20.0,0.045,3.0,2019-07-05,2026-03-17,2448.0,100.0,1.0
phase65b_doge_guard_lb20_f30_s150_m12_e06_rm200_rb+00_v20_045_cd3,2874,22663.22980057178,99.33125066916585,-33.45815502995442,1.4932536404676842,1.9462231877221323,41.8580375782881,8.420320111343075,48.39944328462074,1.3221990257480862,822,1223.934577113076,64.26711519918823,-33.45815502995444,1101.031091109258,117.13352928026501,-25.866176348777426,105.7564452335392,82.01994145411955,-21.331730362478897,DOGE,1.3221990257480862,23,False,phase65b_exact_doge_guardrail,-2.2597719023221003,0.0,-3.952530398476,-8.544999975039374,-31.87704929804613,20.0,30.0,150.0,0.12,0.06,200.0,0.0,20.0,0.045,3.0,2019-07-05,2026-03-17,2448.0,100.0,1.0
phase65b_doge_guard_lb20_f30_s150_m08_e03_rm150_rb-03_v20_045_cd3,2874,20022.64392274568,96.23207383874126,-35.69626046856549,1.4611238299331255,1.879294876137072,41.8580375782881,8.1419624217119,48.086290883785665,1.9137091162143354,818,1070.3551871003901,60.42128299990963,-35.69626046856554,961.7087820257931,108.94131207068413,-30.431944975815316,105.7564452335392,82.01994145411955,-21.331730362478897,DOGE,1.9137091162143354,31,False,phase65b_exact_doge_guardrail,-5.358948732746697,-2.238105438611072,-7.798362597754597,-16.73721718462025,-31.87704929804613,20.0,30.0,150.0,0.08,0.03,150.0,-0.03,20.0,0.045,3.0,2019-07-05,2026-03-17,2448.0,100.0,1.0
phase65b_doge_guard_lb20_f30_s150_m08_e03_rm150_rb+00_v20_045_cd3,2874,20022.64392274568,96.23207383874126,-35.69626046856549,1.4611238299331255,1.879294876137072,41.8580375782881,8.1419624217119,48.086290883785665,1.9137091162143354,818,1070.3551871003901,60.42128299990963,-35.69626046856554,961.7087820257931,108.94131207068413,-30.431944975815316,105.7564452335392,82.01994145411955,-21.331730362478897,DOGE,1.9137091162143354,31,False,phase65b_exact_doge_guardrail,-5.358948732746697,-2.238105438611072,-7.798362597754597,-16.73721718462025,-31.87704929804613,20.0,30.0,150.0,0.08,0.03,150.0,0.0,20.0,0.045,3.0,2019-07-05,2026-03-17,2448.0,100.0,1.0
phase65b_doge_guard_lb20_f30_s150_m08_e03_rm200_rb-03_v20_045_cd3,2874,20022.64392274568,96.23207383874126,-35.69626046856549,1.4611238299331255,1.879294876137072,41.8580375782881,8.1419624217119,48.086290883785665,1.9137091162143354,818,1070.3551871003901,60.42128299990963,-35.69626046856554,961.7087820257931,108.94131207068413,-30.431944975815316,105.7564452335392,82.01994145411955,-21.331730362478897,DOGE,1.9137091162143354,31,False,phase65b_exact_doge_guardrail,-5.358948732746697,-2.238105438611072,-7.798362597754597,-16.73721718462025,-31.87704929804613,20.0,30.0,150.0,0.08,0.03,200.0,-0.03,20.0,0.045,3.0,2019-07-05,2026-03-17,2448.0,100.0,1.0
phase65b_doge_guard_lb20_f30_s150_m08_e03_rm200_rb+00_v20_045_cd3,2874,20022.64392274568,96.23207383874126,-35.69626046856549,1.4611238299331255,1.879294876137072,41.8580375782881,8.1419624217119,48.086290883785665,1.9137091162143354,818,1070.3551871003901,60.42128299990963,-35.69626046856554,961.7087820257931,108.94131207068413,-30.431944975815316,105.7564452335392,82.01994145411955,-21.331730362478897,DOGE,1.9137091162143354,31,False,phase65b_exact_doge_guardrail,-5.358948732746697,-2.238105438611072,-7.798362597754597,-16.73721718462025,-31.87704929804613,20.0,30.0,150.0,0.08,0.03,200.0,0.0,20.0,0.045,3.0,2019-07-05,2026-03-17,2448.0,100.0,1.0
phase65b_doge_guard_lb20_f30_s150_m08_e06_rm150_rb-03_v20_045_cd3,2874,19377.02691808955,95.42050437551397,-35.69626046856549,1.4533876722692438,1.8707701700654178,41.8580375782881,8.1419624217119,48.19067501739735,1.8093249826026443,820,1032.8053893113708,59.419295927357105,-35.69626046856554,927.6448068195435,106.82683651267043,-30.43194497581535,105.7564452335392,82.01994145411955,-21.331730362478897,DOGE,1.8093249826026443,29,False,phase65b_exact_doge_guardrail,-6.170518195973983,-2.238105438611072,-8.80034967030712,-18.851692742633958,-31.87704929804613,20.0,30.0,150.0,0.08,0.06,150.0,-0.03,20.0,0.045,3.0,2019-07-05,2026-03-17,2448.0,100.0,1.0
phase65b_doge_guard_lb20_f30_s150_m08_e06_rm150_rb+00_v20_045_cd3,2874,19377.02691808955,95.42050437551397,-35.69626046856549,1.4533876722692438,1.8707701700654178,41.8580375782881,8.1419624217119,48.19067501739735,1.8093249826026443,820,1032.8053893113708,59.419295927357105,-35.69626046856554,927.6448068195435,106.82683651267043,-30.43194497581535,105.7564452335392,82.01994145411955,-21.331730362478897,DOGE,1.8093249826026443,29,False,phase65b_exact_doge_guardrail,-6.170518195973983,-2.238105438611072,-8.80034967030712,-18.851692742633958,-31.87704929804613,20.0,30.0,150.0,0.08,0.06,150.0,0.0,20.0,0.045,3.0,2019-07-05,2026-03-17,2448.0,100.0,1.0
phase65b_doge_guard_lb20_f30_s150_m08_e06_rm200_rb-03_v20_045_cd3,2874,19377.02691808955,95.42050437551397,-35.69626046856549,1.4533876722692438,1.8707701700654178,41.8580375782881,8.1419624217119,48.19067501739735,1.8093249826026443,820,1032.8053893113708,59.419295927357105,-35.69626046856554,927.6448068195435,106.82683651267043,-30.43194497581535,105.7564452335392,82.01994145411955,-21.331730362478897,DOGE,1.8093249826026443,29,False,phase65b_exact_doge_guardrail,-6.170518195973983,-2.238105438611072,-8.80034967030712,-18.851692742633958,-31.87704929804613,20.0,30.0,150.0,0.08,0.06,200.0,-0.03,20.0,0.045,3.0,2019-07-05,2026-03-17,2448.0,100.0,1.0
phase65b_doge_guard_lb20_f30_s150_m08_e06_rm200_rb+00_v20_045_cd3,2874,19377.02691808955,95.42050437551397,-35.69626046856549,1.4533876722692438,1.8707701700654178,41.8580375782881,8.1419624217119,48.19067501739735,1.8093249826026443,820,1032.8053893113708,59.419295927357105,-35.69626046856554,927.6448068195435,106.82683651267043,-30.43194497581535,105.7564452335392,82.01994145411955,-21.331730362478897,DOGE,1.8093249826026443,29,False,phase65b_exact_doge_guardrail,-6.170518195973983,-2.238105438611072,-8.80034967030712,-18.851692742633958,-31.87704929804613,20.0,30.0,150.0,0.08,0.06,200.0,0.0,20.0,0.045,3.0,2019-07-05,2026-03-17,2448.0,100.0,1.0
phase65b_doge_guard_lb45_f30_s150_m12_e03_rm200_rb+00_v20_045_cd3,2874,20020.89681478373,96.2299085061485,-36.76647106373305,1.460640983327455,1.8749820854882107,41.8580375782881,8.072372999304106,46.90327070285317,3.1663187195546274,793,979.8701778855078,57.96016703934128,-36.76647106373305,879.6236765945613,103.76245613865622,-31.443127619540846,104.22946168619367,80.89789222491478,-21.331730362478897,DOGE,3.1663187195546274,63,False,phase65b_exact_doge_guardrail,-5.36111406533945,-3.308316033778631,-10.259478558322947,-21.916073116648164,-32.999098527250894,45.0,30.0,150.0,0.12,0.03,200.0,0.0,20.0,0.045,3.0,2019-07-05,2026-03-17,2448.0,100.0,1.0
