decision_date,rows,selected_asset,selected,keep_reason,best_passed_asset,best_passed_score,selected_asset_prev,asset_changed,hold_streak_weeks,is_core,is_challenger
2025-04-12,1,DOGE,True,incumbent_best,DOGE,228.0040010185056,DOGE,False,26,False,True
2025-04-19,1,DOGE,True,incumbent_best,DOGE,228.0040010185056,DOGE,False,27,False,True
2025-04-26,1,DOGE,True,incumbent_best,DOGE,228.0040010185056,DOGE,False,28,False,True
2025-05-03,1,DOGE,True,incumbent_best,DOGE,228.0040010185056,DOGE,False,29,False,True
2025-05-10,1,DOGE,True,incumbent_best,DOGE,248.96361650966205,DOGE,False,30,False,True
2025-05-17,1,DOGE,True,incumbent_best,DOGE,245.0239220663059,DOGE,False,31,False,True
2025-05-24,1,DOGE,True,incumbent_best,DOGE,278.7873765914215,DOGE,False,32,False,True
2025-05-31,1,DOGE,True,incumbent_best,DOGE,277.4449658727751,DOGE,False,33,False,True
2025-06-07,1,DOGE,True,incumbent_best,DOGE,268.8044058655953,DOGE,False,34,False,True
2025-06-14,1,DOGE,True,incumbent_best,DOGE,278.88247363075544,DOGE,False,35,False,True
2025-06-21,1,DOGE,True,incumbent_best,DOGE,278.88247363075544,DOGE,False,36,False,True
2025-06-28,1,DOGE,True,incumbent_best,DOGE,278.88247363075544,DOGE,False,37,False,True
2025-07-05,1,DOGE,True,incumbent_best,DOGE,278.88247363075544,DOGE,False,38,False,True
2025-07-12,1,DOGE,True,incumbent_best,DOGE,297.89237922556134,DOGE,False,39,False,True
2025-07-19,1,DOGE,True,incumbent_best,DOGE,374.48936351549474,DOGE,False,40,False,True
2025-07-26,1,APT,True,best_passed,APT,52.142357752524845,DOGE,True,1,False,True
2025-08-02,1,APT,True,min_hold,APT,45.82202370421689,APT,False,2,False,True
2025-08-09,1,APT,True,incumbent_best,APT,50.26435994373426,APT,False,3,False,True
2025-08-16,1,APT,True,incumbent_best,APT,52.80848566360743,APT,False,4,False,True
2025-08-23,1,APT,True,incumbent_best,APT,56.33992857076569,APT,False,5,False,True
2025-08-30,1,APT,True,incumbent_best,APT,51.88495517817347,APT,False,6,False,True
2025-09-06,1,APT,True,incumbent_best,APT,51.25743162735233,APT,False,7,False,True
2025-09-13,1,APT,True,incumbent_best,APT,59.31362639677238,APT,False,8,False,True
2025-09-20,1,APT,True,incumbent_best,APT,62.169008406653774,APT,False,9,False,True
2025-09-27,1,APT,True,incumbent_best,APT,77.13220898366684,APT,False,10,False,True
2025-10-04,0,CORE,False,best_passed,CORE,,APT,True,1,True,False
2025-10-11,0,CORE,False,best_passed,CORE,,CORE,False,2,True,False
2025-10-18,0,CORE,False,best_passed,CORE,,CORE,False,3,True,False
2025-10-25,0,CORE,False,best_passed,CORE,,CORE,False,4,True,False
2025-11-01,0,CORE,False,best_passed,CORE,,CORE,False,5,True,False
2025-11-08,0,CORE,False,best_passed,CORE,,CORE,False,6,True,False
2025-11-15,0,CORE,False,best_passed,CORE,,CORE,False,7,True,False
2025-11-22,0,CORE,False,best_passed,CORE,,CORE,False,8,True,False
2025-11-29,0,CORE,False,best_passed,CORE,,CORE,False,9,True,False
2025-12-06,0,CORE,False,best_passed,CORE,,CORE,False,10,True,False
2025-12-13,0,CORE,False,best_passed,CORE,,CORE,False,11,True,False
2025-12-20,0,CORE,False,best_passed,CORE,,CORE,False,12,True,False
2025-12-27,0,CORE,False,best_passed,CORE,,CORE,False,13,True,False
2026-01-03,0,CORE,False,best_passed,CORE,,CORE,False,14,True,False
2026-01-10,0,CORE,False,best_passed,CORE,,CORE,False,15,True,False
2026-01-17,0,CORE,False,best_passed,CORE,,CORE,False,16,True,False
2026-01-24,0,CORE,False,best_passed,CORE,,CORE,False,17,True,False
2026-01-31,0,CORE,False,best_passed,CORE,,CORE,False,18,True,False
2026-02-07,0,CORE,False,best_passed,CORE,,CORE,False,19,True,False
2026-02-14,0,CORE,False,best_passed,CORE,,CORE,False,20,True,False
2026-02-21,0,CORE,False,best_passed,CORE,,CORE,False,21,True,False
2026-02-28,0,CORE,False,best_passed,CORE,,CORE,False,22,True,False
2026-03-07,0,CORE,False,best_passed,CORE,,CORE,False,23,True,False
2026-03-14,0,CORE,False,best_passed,CORE,,CORE,False,24,True,False
