decision_date,next_date_exclusive,asset,train_total_delta_pct,recent_total_delta_pct,train_dd_worsen_pct,train_triggers,score,passed_filters,selected_asset
2019-11-09,2019-11-16,ADA,0.0,0.0,0.0,0,0.0,False,
2019-11-09,2019-11-16,AVAX,0.0,0.0,0.0,0,0.0,False,
2019-11-09,2019-11-16,DOGE,0.0,0.0,0.0,0,0.0,False,
2019-11-09,2019-11-16,DOT,0.0,0.0,0.0,0,0.0,False,
2019-11-09,2019-11-16,ETH,0.0,0.0,0.0,0,0.0,False,
2019-11-09,2019-11-16,LINK,0.0,0.0,0.0,0,0.0,False,
2019-11-09,2019-11-16,LTC,0.0,0.0,0.0,0,0.0,False,
2019-11-09,2019-11-16,SOL,0.0,0.0,0.0,0,0.0,False,
2019-11-09,2019-11-16,TRX,0.0,0.0,0.0,0,0.0,False,
2019-11-09,2019-11-16,XRP,0.0,0.0,0.0,0,0.0,False,
2019-11-09,2019-11-16,BNB,-16.094930873034514,0.0,0.0,3,-23.69239630955177,False,
2019-11-16,2019-11-23,ADA,0.0,0.0,0.0,0,0.0,False,
2019-11-16,2019-11-23,AVAX,0.0,0.0,0.0,0,0.0,False,
2019-11-16,2019-11-23,DOGE,0.0,0.0,0.0,0,0.0,False,
2019-11-16,2019-11-23,DOT,0.0,0.0,0.0,0,0.0,False,
2019-11-16,2019-11-23,ETH,0.0,0.0,0.0,0,0.0,False,
2019-11-16,2019-11-23,LINK,0.0,0.0,0.0,0,0.0,False,
2019-11-16,2019-11-23,LTC,0.0,0.0,0.0,0,0.0,False,
2019-11-16,2019-11-23,SOL,0.0,0.0,0.0,0,0.0,False,
2019-11-16,2019-11-23,TRX,0.0,0.0,0.0,0,0.0,False,
2019-11-16,2019-11-23,XRP,0.0,0.0,0.0,0,0.0,False,
2019-11-16,2019-11-23,BNB,-16.094930873034514,0.0,0.0,3,-23.69239630955177,False,
2019-11-23,2019-11-30,ADA,0.0,0.0,0.0,0,0.0,False,
2019-11-23,2019-11-30,AVAX,0.0,0.0,0.0,0,0.0,False,
2019-11-23,2019-11-30,DOGE,0.0,0.0,0.0,0,0.0,False,
2019-11-23,2019-11-30,DOT,0.0,0.0,0.0,0,0.0,False,
2019-11-23,2019-11-30,ETH,0.0,0.0,0.0,0,0.0,False,
2019-11-23,2019-11-30,LINK,0.0,0.0,0.0,0,0.0,False,
2019-11-23,2019-11-30,LTC,0.0,0.0,0.0,0,0.0,False,
2019-11-23,2019-11-30,SOL,0.0,0.0,0.0,0,0.0,False,
2019-11-23,2019-11-30,TRX,0.0,0.0,0.0,0,0.0,False,
2019-11-23,2019-11-30,XRP,0.0,0.0,0.0,0,0.0,False,
2019-11-23,2019-11-30,BNB,-16.094930873034514,0.0,0.0,3,-23.69239630955177,False,
2019-11-30,2019-12-07,ADA,0.0,0.0,0.0,0,0.0,False,
2019-11-30,2019-12-07,AVAX,0.0,0.0,0.0,0,0.0,False,
2019-11-30,2019-12-07,DOGE,0.0,0.0,0.0,0,0.0,False,
2019-11-30,2019-12-07,DOT,0.0,0.0,0.0,0,0.0,False,
2019-11-30,2019-12-07,ETH,0.0,0.0,0.0,0,0.0,False,
